GO:0000006	GO:0022883
GO:0000007	GO:0000006
GO:0000007	GO:0015341
GO:0000007	GO:0022883
GO:0000054	GO:0015869
GO:0000054	GO:0031144
GO:0000054	GO:0033566
GO:0000054	GO:0034630
GO:0000054	GO:0035720
GO:0000054	GO:0035721
GO:0000054	GO:0042073
GO:0000054	GO:0044382
GO:0000054	GO:0051601
GO:0000054	GO:0051664
GO:0000054	GO:0070817
GO:0000054	GO:0072688
GO:0000054	GO:0072765
GO:0000054	GO:0097120
GO:0000054	GO:0098544
GO:0000054	GO:0098653
GO:0000054	GO:0098884
GO:0000054	GO:0098953
GO:0000054	GO:0098961
GO:0000054	GO:0098970
GO:0000054	GO:0099590
GO:0000054	GO:0099627
GO:0000054	GO:0099628
GO:0000054	GO:0099637
GO:0000054	GO:0160006
GO:0000054	GO:1990299
GO:0000054	GO:1990953
GO:0000055	GO:0000056
GO:0000097	GO:0000951
GO:0000097	GO:0000954
GO:0000097	GO:0006556
GO:0000097	GO:0009102
GO:0000097	GO:0009107
GO:0000097	GO:0009228
GO:0000097	GO:0009229
GO:0000097	GO:0009759
GO:0000097	GO:0010120
GO:0000097	GO:0010125
GO:0000097	GO:0010250
GO:0000097	GO:0015012
GO:0000097	GO:0016144
GO:0000097	GO:0018146
GO:0000097	GO:0019295
GO:0000097	GO:0019342
GO:0000097	GO:0019758
GO:0000097	GO:0019761
GO:0000097	GO:0019872
GO:0000097	GO:0030206
GO:0000097	GO:0030208
GO:0000097	GO:0030210
GO:0000097	GO:0033506
GO:0000097	GO:0033507
GO:0000097	GO:0035384
GO:0000097	GO:0042318
GO:0000097	GO:0042412
GO:0000097	GO:0042724
GO:0000097	GO:0042864
GO:0000097	GO:0043646
GO:0000097	GO:0046305
GO:0000097	GO:0046506
GO:0000097	GO:0048107
GO:0000097	GO:0050428
GO:0000097	GO:0050814
GO:0000097	GO:0052837
GO:0000097	GO:0070814
GO:0000097	GO:0071616
GO:0000097	GO:0071793
GO:0000097	GO:0080035
GO:0000097	GO:0097295
GO:0000097	GO:1901088
GO:0000097	GO:1901118
GO:0000097	GO:1901152
GO:0000097	GO:1901268
GO:0000097	GO:1901687
GO:0000097	GO:1901750
GO:0000097	GO:1901774
GO:0000097	GO:1903253
GO:0000097	GO:2001310
GO:0000120	GO:0000126
GO:0000120	GO:0000127
GO:0000120	GO:0000439
GO:0000120	GO:0005669
GO:0000120	GO:0005672
GO:0000120	GO:0005673
GO:0000120	GO:0005674
GO:0000120	GO:0005675
GO:0000120	GO:0008230
GO:0000120	GO:0016513
GO:0000120	GO:0016581
GO:0000120	GO:0016602
GO:0000120	GO:0017053
GO:0000120	GO:0017054
GO:0000120	GO:0019185
GO:0000120	GO:0030232
GO:0000120	GO:0030907
GO:0000120	GO:0032444
GO:0000120	GO:0033276
GO:0000120	GO:0033309
GO:0000120	GO:0034718
GO:0000120	GO:0034734
GO:0000120	GO:0034735
GO:0000120	GO:0034740
GO:0000120	GO:0035189
GO:0000120	GO:0035976
GO:0000120	GO:0036411
GO:0000120	GO:0036488
GO:0000120	GO:0062071
GO:0000120	GO:0070176
GO:0000120	GO:0070264
GO:0000120	GO:0070369
GO:0000120	GO:0070439
GO:0000120	GO:0070440
GO:0000120	GO:0070443
GO:0000120	GO:0070514
GO:0000120	GO:0070721
GO:0000120	GO:0070722
GO:0000120	GO:0070824
GO:0000120	GO:0070847
GO:0000120	GO:0070985
GO:0000120	GO:0071144
GO:0000120	GO:0071943
GO:0000120	GO:0089713
