Node1	Node2
GO:0000017	GO:0015759
GO:0000017	GO:0042948
GO:0000017	GO:0042949
GO:0000062	GO:0120226
GO:0000062	GO:1904593
GO:0000062	GO:1905502
GO:0000064	GO:0000095
GO:0000064	GO:0005277
GO:0000064	GO:0005278
GO:0000064	GO:0005290
GO:0000064	GO:0005302
GO:0000064	GO:0005304
GO:0000064	GO:0005307
GO:0000064	GO:0005334
GO:0000064	GO:0015180
GO:0000064	GO:0015182
GO:0000064	GO:0015186
GO:0000064	GO:0015187
GO:0000064	GO:0015188
GO:0000064	GO:0015189
GO:0000064	GO:0015190
GO:0000064	GO:0015191
GO:0000064	GO:0015192
GO:0000064	GO:0015193
GO:0000064	GO:0015194
GO:0000064	GO:0015195
GO:0000064	GO:0015196
GO:0000064	GO:0015200
GO:0000064	GO:0015220
GO:0000064	GO:0015226
GO:0000064	GO:0015227
GO:0000064	GO:0015234
GO:0000064	GO:0015264
GO:0000064	GO:0015375
GO:0000064	GO:0015489
GO:0000064	GO:0015493
GO:0000064	GO:0015594
GO:0000064	GO:0015606
GO:0000064	GO:0015655
GO:0000064	GO:0022858
GO:0000064	GO:0031458
GO:0000064	GO:0031925
GO:0000064	GO:0031927
GO:0000064	GO:0033229
GO:0000064	GO:0033230
GO:0000064	GO:0033232
GO:0000064	GO:0033266
GO:0000064	GO:0034215
GO:0000064	GO:0034228
GO:0000064	GO:0042944
GO:0000064	GO:0042945
GO:0000064	GO:0043858
GO:0000064	GO:0043861
GO:0000064	GO:0043862
GO:0000064	GO:0043865
GO:0000064	GO:0043872
GO:0000064	GO:0048502
GO:0000064	GO:0061459
GO:0000064	GO:0070906
GO:0000064	GO:0070907
GO:0000064	GO:0070908
GO:0000064	GO:0080122
GO:0000064	GO:0090417
GO:0000064	GO:0106439
GO:0000064	GO:0140407
GO:0000064	GO:0140799
GO:0000064	GO:0140830
GO:0000064	GO:0140831
GO:0000064	GO:0140832
GO:0000064	GO:0140901
GO:0000064	GO:0140902
GO:0000064	GO:0180003
GO:0000064	GO:1901236
GO:0000064	GO:1901242
GO:0000064	GO:1905131
GO:0000079	GO:0043405
GO:0000079	GO:0043506
GO:0000079	GO:1900019
GO:0000079	GO:1902947
GO:0000079	GO:2000298
GO:0000079	GO:2000479
GO:0000095	GO:0005277
GO:0000095	GO:0005278
GO:0000095	GO:0005290
GO:0000095	GO:0005302
GO:0000095	GO:0005304
GO:0000095	GO:0005307
GO:0000095	GO:0005334
GO:0000095	GO:0015180
GO:0000095	GO:0015182
GO:0000095	GO:0015186
GO:0000095	GO:0015187
GO:0000095	GO:0015188
GO:0000095	GO:0015189
GO:0000095	GO:0015190
GO:0000095	GO:0015191
GO:0000095	GO:0015192
GO:0000095	GO:0015193
GO:0000095	GO:0015194
GO:0000095	GO:0015195
GO:0000095	GO:0015196
