Node1	Node2
GO:0000012	GO:0000710
GO:0000012	GO:0000719
GO:0000012	GO:0000725
GO:0000012	GO:0006283
GO:0000012	GO:0006284
GO:0000012	GO:0006289
GO:0000012	GO:0006290
GO:0000012	GO:0006298
GO:0000012	GO:0006301
GO:0000012	GO:0006302
GO:0000012	GO:0006307
GO:0000012	GO:0010213
GO:0000012	GO:0019985
GO:0000012	GO:0036297
GO:0000012	GO:0036298
GO:0000012	GO:0036299
GO:0000012	GO:0042275
GO:0000012	GO:0043504
GO:0000012	GO:0045004
GO:0000012	GO:0046787
GO:0000012	GO:0070911
GO:0000012	GO:0070914
GO:0000012	GO:0097551
GO:0000012	GO:0106300
GO:0000019	GO:0007536
GO:0000019	GO:0007537
GO:0000019	GO:0045191
GO:0000097	GO:0000951
GO:0000097	GO:0000954
GO:0000097	GO:0006556
GO:0000097	GO:0006750
GO:0000097	GO:0009102
GO:0000097	GO:0009107
GO:0000097	GO:0009228
GO:0000097	GO:0009229
GO:0000097	GO:0010120
GO:0000097	GO:0010125
GO:0000097	GO:0010250
GO:0000097	GO:0015012
GO:0000097	GO:0015937
GO:0000097	GO:0016144
GO:0000097	GO:0019295
GO:0000097	GO:0019342
GO:0000097	GO:0019761
GO:0000097	GO:0030206
GO:0000097	GO:0030208
GO:0000097	GO:0035384
GO:0000097	GO:0042318
GO:0000097	GO:0042412
GO:0000097	GO:0042724
GO:0000097	GO:0042864
GO:0000097	GO:0043646
GO:0000097	GO:0046305
GO:0000097	GO:0046506
GO:0000097	GO:0048107
GO:0000097	GO:0050428
GO:0000097	GO:0050650
GO:0000097	GO:0050814
GO:0000097	GO:0052837
GO:0000097	GO:0070814
GO:0000097	GO:0071267
GO:0000097	GO:0071616
GO:0000097	GO:0071793
GO:0000097	GO:1901088
GO:0000097	GO:1901118
GO:0000097	GO:1901268
GO:0000097	GO:1901687
GO:0000097	GO:1901750
GO:0000097	GO:1901774
GO:0000097	GO:2001310
GO:0000105	GO:0000162
GO:0000105	GO:0006548
GO:0000105	GO:0006571
GO:0000105	GO:0008153
GO:0000105	GO:0009094
GO:0000105	GO:1903185
GO:0000147	GO:0000915
GO:0000147	GO:0030239
GO:0000147	GO:0031034
GO:0000147	GO:0031566
GO:0000147	GO:0044837
GO:0000147	GO:1902896
GO:0000162	GO:0006569
GO:0000162	GO:0006571
GO:0000162	GO:0008153
GO:0000162	GO:0140380
GO:0000162	GO:1903185
GO:0000182	GO:0003693
GO:0000182	GO:0035939
GO:0000182	GO:0071443
GO:0000247	GO:0004165
GO:0000247	GO:0004167
GO:0000247	GO:0004452
GO:0000247	GO:0004769
GO:0000247	GO:0008704
GO:0000247	GO:0016159
GO:0000247	GO:0034017
GO:0000247	GO:0047614
GO:0000247	GO:0047750
GO:0000247	GO:0050008
GO:0000247	GO:0050100
GO:0000247	GO:0050219
GO:0000247	GO:0050393
GO:0000247	GO:0051750
GO:0000247	GO:0102943
GO:0000247	GO:0106417
GO:0000277	GO:0018025
GO:0000277	GO:0031151
GO:0000277	GO:0042799
GO:0000277	GO:0042800
GO:0000277	GO:0046974
GO:0000277	GO:0046975
GO:0000277	GO:0046976
GO:0000277	GO:0062122
GO:0000277	GO:0120505
GO:0000277	GO:0120506
GO:0000277	GO:0140759
GO:0000277	GO:0140941
GO:0000277	GO:0140942
GO:0000277	GO:0140943
GO:0000277	GO:0140944
GO:0000277	GO:0140945
GO:0000277	GO:0140946
GO:0000277	GO:0140947
GO:0000277	GO:0140948
GO:0000277	GO:0140949
GO:0000277	GO:0140951
GO:0000277	GO:0140952
GO:0000277	GO:0140953
GO:0000277	GO:0140954
GO:0000277	GO:0140955
GO:0000277	GO:0140956
GO:0000277	GO:0140984
GO:0000277	GO:0140999
GO:0000295	GO:0001409
GO:0000295	GO:0005346
GO:0000295	GO:0010292
GO:0000295	GO:0140927
GO:0000295	GO:0160042
GO:0000319	GO:0005254
GO:0000319	GO:0005315
GO:0000319	GO:0005340
GO:0000319	GO:0005436
GO:0000319	GO:0005452
GO:0000319	GO:0008507
GO:0000319	GO:0015104
GO:0000319	GO:0015105
GO:0000319	GO:0015107
GO:0000319	GO:0015108
GO:0000319	GO:0015109
GO:0000319	GO:0015111
GO:0000319	GO:0015112
GO:0000319	GO:0015113
GO:0000319	GO:0015115
GO:0000319	GO:0015116
GO:0000319	GO:0015117
GO:0000319	GO:0015315
GO:0000319	GO:0015364
GO:0000319	GO:0015377
GO:0000319	GO:0015383
GO:0000319	GO:0015412
GO:0000319	GO:0015414
GO:0000319	GO:0015416
GO:0000319	GO:0015419
GO:0000319	GO:0015654
GO:0000319	GO:0062054
GO:0000319	GO:0062158
GO:0000319	GO:0102025
GO:0000319	GO:0140413
GO:0000319	GO:0140787
GO:0000319	GO:0140900
GO:0000319	GO:0160044
GO:0000319	GO:0160046
GO:0000319	GO:0160081
GO:0000319	GO:0180044
GO:0000319	GO:1901238
GO:0000319	GO:1903425
GO:0000334	GO:0003834
GO:0000334	GO:0003868
GO:0000334	GO:0004051
GO:0000334	GO:0004052
GO:0000334	GO:0004411
GO:0000334	GO:0004833
GO:0000334	GO:0008127
GO:0000334	GO:0008687
GO:0000334	GO:0010436
GO:0000334	GO:0016165
GO:0000334	GO:0017172
GO:0000334	GO:0018570
GO:0000334	GO:0018571
GO:0000334	GO:0018576
GO:0000334	GO:0018577
GO:0000334	GO:0018578
GO:0000334	GO:0018579
GO:0000334	GO:0018581
GO:0000334	GO:0018582
GO:0000334	GO:0018583
GO:0000334	GO:0033752
GO:0000334	GO:0033754
GO:0000334	GO:0033755
GO:0000334	GO:0036238
GO:0000334	GO:0036403
GO:0000334	GO:0043898
GO:0000334	GO:0045133
GO:0000334	GO:0045549
GO:0000334	GO:0047069
GO:0000334	GO:0047070
GO:0000334	GO:0047071
GO:0000334	GO:0047072
GO:0000334	GO:0047073
GO:0000334	GO:0047074
GO:0000334	GO:0047075
GO:0000334	GO:0047078
GO:0000334	GO:0047528
GO:0000334	GO:0047677
GO:0000334	GO:0047719
GO:0000334	GO:0047744
GO:0000334	GO:0047762
GO:0000334	GO:0047800
GO:0000334	GO:0047922
GO:0000334	GO:0050240
GO:0000334	GO:0050297
GO:0000334	GO:0050298
GO:0000334	GO:0050313
GO:0000334	GO:0050473
GO:0000334	GO:0050584
GO:0000334	GO:0050585
GO:0000334	GO:0050586
GO:0000334	GO:0050587
GO:0000334	GO:0052878
GO:0000334	GO:0102076
GO:0000334	GO:0102162
GO:0000334	GO:0102299
GO:0000334	GO:0102785
GO:0000334	GO:0102919
GO:0000334	GO:0106237
GO:0000334	GO:0106422
GO:0000334	GO:1990136
GO:0000410	GO:0000411
GO:0000410	GO:0045014
GO:0000411	GO:0046016
GO:0000429	GO:0000410
GO:0000429	GO:0000411
GO:0000429	GO:0001079
GO:0000429	GO:0001080
GO:0000429	GO:0001081
GO:0000429	GO:0045013
GO:0000429	GO:0045014
GO:0000429	GO:0045991
GO:0000429	GO:0046016
GO:0000430	GO:0000431
GO:0000430	GO:0000436
GO:0000430	GO:0000437
GO:0000430	GO:0045014
GO:0000430	GO:0046016
GO:0000431	GO:0000410
