GO:0000010	GO:0002094
GO:0000010	GO:0004161
GO:0000010	GO:0004311
GO:0000010	GO:0004337
GO:0000010	GO:0008834
GO:0000010	GO:0047863
GO:0000010	GO:0048045
GO:0000010	GO:0050347
GO:0000062	GO:0120226
GO:0000062	GO:1905502
GO:0000095	GO:0005277
GO:0000095	GO:0005278
GO:0000095	GO:0005307
GO:0000095	GO:0015220
GO:0000095	GO:0015226
GO:0000095	GO:0015234
GO:0000095	GO:0015489
GO:0000095	GO:0015496
GO:0000095	GO:0015594
GO:0000095	GO:0015606
GO:0000095	GO:0031458
GO:0000095	GO:0031925
GO:0000095	GO:0031927
GO:0000095	GO:0033266
GO:0000095	GO:0034215
GO:0000095	GO:0034228
GO:0000095	GO:0043861
GO:0000095	GO:0043862
GO:0000095	GO:0043872
GO:0000095	GO:0048502
GO:0000095	GO:0080122
GO:0000095	GO:0090417
GO:0000095	GO:1901236
GO:0000095	GO:1901242
GO:0000107	GO:0000310
GO:0000107	GO:0003879
GO:0000107	GO:0003950
GO:0000107	GO:0003956
GO:0000107	GO:0003999
GO:0000107	GO:0004044
GO:0000107	GO:0004048
GO:0000107	GO:0004422
GO:0000107	GO:0004588
GO:0000107	GO:0004731
GO:0000107	GO:0004845
GO:0000107	GO:0004850
GO:0000107	GO:0008479
GO:0000107	GO:0008939
GO:0000107	GO:0009032
GO:0000107	GO:0016154
GO:0000107	GO:0017061
GO:0000107	GO:0018071
GO:0000107	GO:0018121
GO:0000107	GO:0018127
GO:0000107	GO:0030701
GO:0000107	GO:0033843
GO:0000107	GO:0035252
GO:0000107	GO:0042285
GO:0000107	GO:0043867
GO:0000107	GO:0044102
GO:0000107	GO:0047280
GO:0000107	GO:0047281
GO:0000107	GO:0047282
GO:0000107	GO:0047284
GO:0000107	GO:0047286
GO:0000107	GO:0047517
GO:0000107	GO:0047847
GO:0000107	GO:0047892
GO:0000107	GO:0047975
GO:0000107	GO:0050144
GO:0000107	GO:0050147
GO:0000107	GO:0050384
GO:0000107	GO:0050409
GO:0000107	GO:0052636
GO:0000107	GO:0052657
GO:0000107	GO:0080059
GO:0000107	GO:0102983
GO:0000107	GO:0103015
GO:0000107	GO:0106130
GO:0000107	GO:0106274
GO:0000107	GO:0106275
GO:0000107	GO:1990404
GO:0000107	GO:1990585
GO:0000162	GO:0006569
GO:0000162	GO:0140380
GO:0000182	GO:0003693
GO:0000182	GO:0035939
GO:0000182	GO:0071443
GO:0000250	GO:0016871
GO:0000250	GO:0034074
GO:0000250	GO:0034075
GO:0000250	GO:0034076
GO:0000250	GO:0042299
GO:0000250	GO:0042300
GO:0000250	GO:0042561
GO:0000250	GO:0051746
GO:0000250	GO:0080011
GO:0000268	GO:0005046
GO:0000268	GO:0008139
GO:0000268	GO:0010209
GO:0000268	GO:0030941
GO:0000268	GO:0030943
GO:0000268	GO:0030944
GO:0000268	GO:0045015
GO:0000268	GO:0046923
GO:0000268	GO:1990473
GO:0000288	GO:0061158
GO:0000288	GO:0071042
GO:0000288	GO:0071047
GO:0000288	GO:1990074
GO:0000310	GO:0003999
GO:0000310	GO:0004422
GO:0000310	GO:0052657
GO:0000316	GO:0006821
GO:0000316	GO:0008272
GO:0000316	GO:0015699
GO:0000316	GO:0015700
GO:0000316	GO:0015702
GO:0000316	GO:0015703
GO:0000316	GO:0015705
GO:0000316	GO:0015706
GO:0000316	GO:0015707
GO:0000316	GO:0015709
GO:0000316	GO:0015710
GO:0000316	GO:0046713
GO:0000316	GO:0080160
GO:0000316	GO:1902025
GO:0000410	GO:0000411
GO:0000410	GO:0045014
GO:0000411	GO:0046016
GO:0000429	GO:0000410
GO:0000429	GO:0000411
GO:0000429	GO:0001079
GO:0000429	GO:0001080
