Node1	Node2
GO:0009909	GO:0010029
GO:0009909	GO:0010099
GO:0009909	GO:0010100
GO:0009909	GO:0080050
GO:0009909	GO:0106023
GO:0009909	GO:0106024
GO:0009909	GO:0106025
GO:0009909	GO:0140920
GO:0009909	GO:0140921
GO:0009909	GO:0140922
GO:0009909	GO:1900140
GO:0009909	GO:2000034
GO:0009909	GO:2000306
GO:0009910	GO:0009911
GO:0009910	GO:0010100
GO:0009910	GO:0010187
GO:0009910	GO:0040027
GO:0009910	GO:0106024
GO:0009910	GO:0140921
GO:0009910	GO:2000692
GO:0009911	GO:0010030
GO:0009911	GO:0140922
GO:0009911	GO:2000306
GO:0009911	GO:2000693
GO:0010030	GO:0140922
GO:0010030	GO:2000306
GO:0010099	GO:0106023
GO:0010099	GO:0140920
GO:0010100	GO:0106024
GO:0010100	GO:0140921
GO:0010100	GO:2000306
GO:0010187	GO:0010030
GO:0010187	GO:0010100
GO:0010187	GO:0040027
GO:0010187	GO:0106024
GO:0010187	GO:0140921
GO:0010321	GO:0009909
GO:0010321	GO:0010029
GO:0010321	GO:0010030
GO:0010321	GO:0010099
GO:0010321	GO:0010187
GO:0010321	GO:0048581
GO:0010321	GO:0048582
GO:0010321	GO:0061062
GO:0010321	GO:0061065
GO:0010321	GO:0080050
GO:0010321	GO:0106023
GO:0010321	GO:0106024
GO:0010321	GO:0106025
GO:0010321	GO:0140920
GO:0010321	GO:0140921
GO:0010321	GO:0140922
GO:0010321	GO:1900140
GO:0010321	GO:2000023
GO:0010321	GO:2000034
GO:0010321	GO:2000038
GO:0010321	GO:2000069
GO:0040027	GO:1905910
GO:0048576	GO:0009911
GO:0048576	GO:0010030
GO:0048576	GO:0048578
GO:0048576	GO:0061063
GO:0048576	GO:0061066
GO:0048576	GO:0140922
GO:0048576	GO:1901333
GO:0048576	GO:2000123
GO:0048576	GO:2000306
GO:0048577	GO:0009910
GO:0048577	GO:0010100
GO:0048577	GO:0010187
GO:0048577	GO:0040027
GO:0048577	GO:0048576
GO:0048577	GO:0048579
GO:0048577	GO:0061064
GO:0048577	GO:0061067
GO:0048577	GO:0106024
GO:0048577	GO:0140921
GO:0048577	GO:1901332
GO:0048577	GO:2000122
GO:0048578	GO:0009911
GO:0048578	GO:0010030
GO:0048578	GO:0061063
GO:0048578	GO:0061066
GO:0048578	GO:0140922
GO:0048578	GO:1901333
GO:0048578	GO:2000123
GO:0048578	GO:2000306
GO:0048579	GO:0009910
GO:0048579	GO:0010100
GO:0048579	GO:0010187
GO:0048579	GO:0040027
GO:0048579	GO:0048578
GO:0048579	GO:0061064
GO:0048579	GO:0061067
GO:0048579	GO:0106024
GO:0048579	GO:0140921
GO:0048579	GO:1901332
GO:0048579	GO:2000122
GO:0048581	GO:0009909
GO:0048581	GO:0010029
GO:0048581	GO:0010030
GO:0048581	GO:0010099
GO:0048581	GO:0048582
GO:0048581	GO:0061062
GO:0048581	GO:0061065
GO:0048581	GO:0080050
GO:0048581	GO:0106023
GO:0048581	GO:0106025
GO:0048581	GO:0140920
GO:0048581	GO:0140922
GO:0048581	GO:1900140
GO:0048581	GO:2000023
GO:0048581	GO:2000034
GO:0048581	GO:2000038
GO:0048581	GO:2000069
GO:0048581	GO:2000692
GO:0048582	GO:0009909
