Node1	Node2
GO:0001079	GO:0090294
GO:0001079	GO:0090295
GO:0001080	GO:0001081
GO:0006792	GO:0006808
GO:0006792	GO:0043609
GO:0006792	GO:0043610
GO:0006808	GO:0043609
GO:0006808	GO:0043610
GO:0010516	GO:0031157
GO:0010516	GO:0031286
GO:0010516	GO:0032096
GO:0010516	GO:0045847
GO:0010516	GO:0045882
GO:0010516	GO:0060176
GO:0010516	GO:0060905
GO:0010516	GO:0080040
GO:0010516	GO:0110013
GO:0010516	GO:0110014
GO:0010516	GO:0140255
GO:0010516	GO:0140256
GO:0010516	GO:1901966
GO:0010516	GO:1903832
GO:0010516	GO:1904547
GO:0031158	GO:0031159
GO:0031286	GO:0031287
GO:0031286	GO:0032096
GO:0031286	GO:0045847
GO:0031286	GO:0045882
GO:0031287	GO:0032097
GO:0031287	GO:0045848
GO:0031287	GO:0045883
GO:0032095	GO:0006792
GO:0032095	GO:0006808
GO:0032095	GO:0043609
GO:0032095	GO:0043610
GO:0032096	GO:0032097
GO:0032096	GO:0032100
GO:0032096	GO:0045847
GO:0032096	GO:0045882
GO:0032097	GO:0045848
GO:0032097	GO:0045883
GO:0032099	GO:0032100
GO:0032108	GO:0006792
GO:0032108	GO:0006808
GO:0032108	GO:0031287
GO:0032108	GO:0032095
GO:0032108	GO:0032109
GO:0032108	GO:0043609
GO:0032108	GO:0043610
GO:0032108	GO:0060176
GO:0032108	GO:0070562
GO:0032108	GO:0140255
GO:0032108	GO:1904547
GO:0032109	GO:0006792
GO:0032109	GO:0006808
GO:0032109	GO:0032095
GO:0032109	GO:0043609
GO:0032109	GO:0043610
GO:0032109	GO:0060176
GO:0032109	GO:0070562
GO:0032109	GO:0140255
GO:0032109	GO:1904547
GO:0043609	GO:0043610
GO:0045847	GO:0032099
GO:0045847	GO:0045848
GO:0045847	GO:0090293
GO:0045847	GO:0090294
GO:0045847	GO:0090295
GO:0045847	GO:2001248
GO:0045848	GO:0032100
GO:0045848	GO:0090293
GO:0045848	GO:0090294
GO:0045848	GO:0090295
GO:0045848	GO:2001248
GO:0045882	GO:0032099
GO:0045882	GO:0045847
GO:0045882	GO:0045883
GO:0045883	GO:0032100
GO:0045883	GO:0045848
GO:0060176	GO:0006792
GO:0060176	GO:0006808
GO:0060176	GO:0032095
GO:0060176	GO:0043609
GO:0060176	GO:0043610
GO:0060176	GO:0070562
GO:0060176	GO:0140255
GO:0060176	GO:1904547
GO:0060905	GO:0006792
GO:0060905	GO:0006808
GO:0060905	GO:0032095
GO:0060905	GO:0032108
GO:0060905	GO:0032109
GO:0060905	GO:0043609
GO:0060905	GO:0043610
GO:0060905	GO:0060176
GO:0060905	GO:0070562
GO:0060905	GO:0070563
GO:0060905	GO:0070564
GO:0060905	GO:0140255
GO:0060905	GO:1901966
GO:0060905	GO:1903832
GO:0060905	GO:1904547
GO:0070562	GO:0006792
GO:0070562	GO:0006808
GO:0070562	GO:0032095
GO:0070562	GO:0043609
GO:0070562	GO:0043610
GO:0070562	GO:0140255
GO:0070562	GO:1904547
GO:0070563	GO:0070564
GO:0080040	GO:0031287
GO:0080040	GO:0032097
GO:0080040	GO:0045848
GO:0080040	GO:0045883
GO:0080040	GO:0110013
GO:0090293	GO:2001248
GO:0090294	GO:0090295
GO:0110013	GO:0031157
GO:0110013	GO:0031287
GO:0110013	GO:0032097
GO:0110013	GO:0045848
GO:0110013	GO:0045883
GO:0110014	GO:0031157
GO:0110014	GO:0031286
GO:0110014	GO:0032096
GO:0110014	GO:0045847
GO:0110014	GO:0045882
GO:0110014	GO:0110013
GO:0110014	GO:0140256
GO:0140255	GO:0006792
GO:0140255	GO:0006808
GO:0140255	GO:0032095
GO:0140255	GO:0043609
GO:0140255	GO:0043610
GO:0140255	GO:1904547
GO:0140256	GO:0031286
GO:0140256	GO:0032096
GO:0140256	GO:0045847
GO:0140256	GO:0045882
GO:0140256	GO:0080040
GO:1900434	GO:0006792
GO:1900434	GO:0006808
GO:1900434	GO:0032095
GO:1900434	GO:0032108
GO:1900434	GO:0032109
GO:1900434	GO:0043609
GO:1900434	GO:0043610
GO:1900434	GO:0060176
GO:1900434	GO:0060905
GO:1900434	GO:0070562
