GO_1	GO_2	GO_1_Depth	GO_1_Leaf_Distance	GO_2_Depth	GO_2_Leaf_Distance	GO_1_to_GO_2_Hops_Undirected
GO:0042702	GO:0048589	2	0	2.0	1.0	2.0
GO:0005385	GO:1901702	7	1	3.0	1.0	5.0
GO:0001966	GO:0007610	3	0	1.0	1.0	4.0
GO:0015724	GO:0019755	6	1	5.0	1.0	3.0
GO:1900925	GO:0034764	7	0	5.0	1.0	3.0
GO:1990710	GO:1990391	3	0	2.0	1.0	2.0
GO:0010522	GO:1903169	3	2	7.0	2.0	2.0
GO:0050866	GO:0051241	5	1	4.0	1.0	3.0
GO:0015350	GO:1901702	4	0	3.0	1.0	3.0
GO:1900849	GO:0062012	6	1	4.0	1.0	3.0
GO:0031054	GO:0035196	8	0	9.0	0.0	3.0
GO:0050993	GO:0071704	5	1	2.0	1.0	3.0
GO:0009074	GO:0046395	5	1	5.0	1.0	2.0
GO:0015229	GO:1901702	4	0	3.0	1.0	3.0
GO:2000773	GO:0031324	5	0	5.0	1.0	3.0
GO:1902062	GO:1901565	4	0	4.0	1.0	2.0
GO:0015705	GO:0006820	7	1	5.0	1.0	2.0
GO:0009435	GO:0006164	8	1	6.0	2.0	4.0
GO:0045119	GO:0015078	4	1	5.0	1.0	2.0
GO:0072748	GO:1901701	4	0	4.0	1.0	2.0
GO:0051287	GO:0030554	4	1	5.0	1.0	3.0
GO:0048642	GO:1901862	7	1	5.0	1.0	2.0
GO:1902025	GO:0015698	6	0	6.0	1.0	2.0
GO:0060321	GO:0022414	3	0	1.0	1.0	2.0
GO:0036346	GO:1902075	6	0	4.0	1.0	4.0
GO:0071714	GO:0005319	3	1	2.0	1.0	3.0
GO:0055074	GO:0055080	8	2	6.0	1.0	2.0
GO:1903544	GO:1902074	5	1	3.0	2.0	4.0
GO:0010352	GO:0090452	4	0	6.0	0.0	2.0
GO:0070213	GO:0043687	7	0	6.0	1.0	3.0
GO:0042040	GO:0036211	6	2	4.0	2.0	2.0
GO:0010217	GO:0030003	7	0	5.0	1.0	2.0
GO:0005244	GO:0022839	4	1	6.0	1.0	3.0
GO:1903928	GO:0071417	4	0	4.0	1.0	3.0
GO:0015904	GO:0055085	5	0	2.0	1.0	3.0
GO:0045293	GO:1902494	2	1	2.0	1.0	2.0
GO:0071090	GO:1902494	4	0	2.0	1.0	4.0
GO:1900348	GO:0033238	5	1	5.0	1.0	2.0
GO:0036363	GO:0007267	2	1	2.0	1.0	4.0
GO:2000441	GO:0002683	7	0	4.0	1.0	4.0
GO:0055074	GO:0098771	8	2	6.0	2.0	2.0
GO:0034253	GO:0009896	7	1	5.0	1.0	2.0
GO:0102091	GO:0052744	6	0	7.0	1.0	3.0
GO:2001156	GO:0034251	7	1	6.0	2.0	3.0
GO:0097080	GO:0055085	5	0	2.0	1.0	3.0
GO:0000761	GO:0022414	3	0	1.0	1.0	3.0
GO:0055070	GO:0098771	9	3	6.0	2.0	3.0
GO:0000782	GO:0044815	3	1	2.0	1.0	3.0
GO:0070909	GO:0015297	6	0	5.0	1.0	3.0
GO:0070332	GO:0140535	2	0	2.0	1.0	2.0
GO:0070079	GO:0016577	6	0	4.0	2.0	2.0
GO:1903705	GO:0070921	7	0	7.0	0.0	3.0
GO:0015200	GO:0015101	4	1	5.0	1.0	2.0
GO:0055064	GO:0098771	8	1	6.0	2.0	2.0
GO:0045780	GO:0051240	4	0	4.0	1.0	2.0
GO:0070543	GO:1902074	5	1	3.0	2.0	4.0
GO:0000752	GO:0051703	2	0	1.0	1.0	2.0
GO:1901012	GO:0018130	7	0	4.0	1.0	3.0
GO:1900931	GO:0034764	7	0	5.0	1.0	3.0
GO:1900851	GO:0062013	7	0	5.0	1.0	3.0
GO:0071885	GO:0008757	4	0	5.0	1.0	3.0
GO:0018527	GO:0008131	5	0	5.0	0.0	2.0
GO:0008213	GO:0036211	6	2	4.0	2.0	2.0
GO:0033819	GO:0016415	3	0	5.0	1.0	2.0
GO:0034168	GO:0009968	7	0	5.0	1.0	2.0
GO:0033487	GO:0009718	5	0	4.0	1.0	2.0
GO:0071525	GO:0019752	4	1	5.0	1.0	3.0
GO:2001157	GO:0034252	8	0	7.0	1.0	3.0
GO:0110066	GO:0048519	5	0	3.0	1.0	2.0
GO:0055062	GO:0098771	8	1	6.0	2.0	2.0
GO:0140217	GO:0034764	7	0	5.0	1.0	3.0
GO:0014713	GO:0048635	8	0	5.0	1.0	3.0
GO:0006702	GO:0042446	4	0	3.0	1.0	2.0
GO:0015312	GO:0015078	4	0	5.0	1.0	2.0
GO:0008519	GO:0022890	6	1	4.0	2.0	2.0
GO:0070538	GO:0036041	4	0	4.0	1.0	2.0
GO:0035444	GO:0098655	6	1	4.0	1.0	2.0
GO:0048870	GO:0009987	2	1	1.0	1.0	2.0
GO:0097068	GO:1902074	5	1	3.0	2.0	4.0
GO:0070930	GO:0036211	6	0	4.0	2.0	2.0
GO:0090266	GO:0010965	7	2	6.0	1.0	2.0
GO:1900607	GO:0046395	4	0	5.0	1.0	2.0
GO:0005278	GO:0022853	5	0	4.0	1.0	3.0
GO:0080048	GO:0070568	6	0	5.0	1.0	7.0
GO:2000278	GO:0010556	6	2	5.0	2.0	2.0
GO:0009357	GO:0140535	4	0	2.0	1.0	3.0
GO:0018277	GO:0036211	6	2	4.0	2.0	2.0
GO:0019289	GO:1901566	5	0	4.0	1.0	3.0
GO:0060906	GO:0060967	8	0	4.0	2.0	3.0
GO:0071717	GO:0015908	6	1	6.0	1.0	2.0
GO:0000096	GO:0019752	4	2	5.0	1.0	3.0
GO:0052653	GO:0009190	8	0	7.0	2.0	2.0
GO:0048521	GO:0051241	4	1	4.0	1.0	2.0
GO:0042047	GO:0032324	5	0	4.0	0.0	2.0
GO:0009690	GO:0042445	4	2	2.0	2.0	2.0
GO:0030026	GO:0030003	8	0	5.0	1.0	3.0
GO:1900781	GO:0035835	6	0	6.0	1.0	2.0
GO:0015110	GO:0022857	5	1	2.0	1.0	3.0
GO:0006824	GO:0098655	6	0	4.0	1.0	2.0
GO:0006124	GO:0019538	5	0	3.0	1.0	2.0
GO:0008928	GO:0070568	7	0	5.0	1.0	2.0
GO:0046970	GO:0017136	6	0	5.0	1.0	2.0
GO:2000869	GO:2000833	6	0	5.0	1.0	2.0
GO:0097196	GO:0032991	3	0	1.0	1.0	2.0
GO:0000752	GO:0098609	2	0	3.0	1.0	3.0
GO:1904917	GO:1990818	4	0	5.0	0.0	2.0
GO:0071379	GO:0071396	5	1	5.0	1.0	3.0
GO:1903928	GO:1902075	4	0	4.0	1.0	2.0
GO:0030546	GO:0140677	3	1	2.0	1.0	3.0
GO:1905010	GO:0034764	7	0	5.0	1.0	3.0
GO:0030641	GO:0030003	7	3	5.0	1.0	2.0
GO:0120256	GO:1901575	3	1	3.0	1.0	2.0
GO:0110129	GO:0016581	3	0	3.0	0.0	2.0
GO:0097280	GO:0034776	4	1	5.0	1.0	7.0
GO:0106045	GO:0009438	5	0	4.0	1.0	2.0
GO:0043823	GO:0016713	4	0	4.0	1.0	2.0
GO:0005347	GO:1901702	5	1	3.0	1.0	4.0
GO:0047934	GO:0016616	6	0	4.0	1.0	2.0
GO:1905439	GO:0034284	4	1	5.0	2.0	3.0
GO:0007620	GO:0007617	4	0	3.0	1.0	6.0
GO:0044747	GO:0031054	8	0	8.0	0.0	3.0
GO:0034181	GO:0062208	8	0	6.0	1.0	2.0
GO:0019457	GO:0043605	6	0	5.0	1.0	4.0
GO:0014711	GO:0048634	7	1	4.0	2.0	3.0
GO:0140084	GO:0022413	3	0	2.0	1.0	4.0
GO:1901567	GO:0008289	2	1	2.0	1.0	2.0
GO:0015515	GO:0015297	7	0	5.0	1.0	3.0
GO:1903927	GO:0010243	4	1	4.0	1.0	2.0
GO:0015787	GO:1905039	5	0	4.0	1.0	3.0
GO:0072339	GO:1901362	4	2	4.0	1.0	2.0
GO:0015012	GO:0044272	7	0	4.0	1.0	5.0
GO:0039532	GO:0009968	6	1	5.0	1.0	2.0
GO:0019448	GO:0042219	6	1	4.0	1.0	4.0
GO:0031990	GO:0014070	5	0	4.0	1.0	6.0
GO:0016570	GO:0036211	6	1	4.0	2.0	2.0
GO:0034164	GO:0039532	7	0	6.0	1.0	4.0
GO:0120269	GO:0140535	2	0	2.0	1.0	2.0
GO:0070425	GO:0039532	7	1	6.0	1.0	2.0
GO:0030205	GO:0005996	4	1	3.0	2.0	5.0
GO:0015116	GO:1901702	4	1	3.0	1.0	3.0
GO:0060711	GO:0048856	4	0	2.0	1.0	2.0
GO:0055072	GO:0055080	9	1	6.0	1.0	3.0
GO:0090453	GO:0015810	4	0	5.0	0.0	2.0
GO:0043861	GO:0015297	5	0	5.0	1.0	3.0
GO:0009330	GO:1902494	2	1	2.0	1.0	2.0
GO:0097363	GO:0008375	3	0	5.0	1.0	3.0
GO:0003998	GO:0016462	5	0	5.0	1.0	2.0
GO:0044601	GO:0036211	6	1	4.0	2.0	2.0
GO:0019674	GO:0046496	2	1	6.0	1.0	4.0
GO:1902350	GO:1902075	5	0	4.0	1.0	4.0
GO:1902899	GO:1901570	5	0	4.0	1.0	3.0
GO:0070908	GO:0015297	4	0	5.0	1.0	2.0
GO:0015135	GO:0046943	6	1	4.0	1.0	3.0
GO:2000257	GO:1903317	4	2	6.0	2.0	2.0
GO:0052927	GO:0070567	5	0	5.0	1.0	2.0
GO:0010970	GO:0007018	5	2	3.0	1.0	2.0
GO:1905039	GO:0046942	4	1	6.0	1.0	2.0
GO:2000279	GO:0010558	7	1	6.0	1.0	2.0
GO:1904952	GO:0046942	6	0	6.0	1.0	3.0
GO:0035891	GO:0044000	6	3	5.0	2.0	3.0
GO:1903255	GO:1901607	5	0	5.0	1.0	4.0
GO:0010621	GO:0008104	5	1	3.0	1.0	2.0
GO:0042863	GO:0019752	4	1	5.0	1.0	3.0
GO:0031458	GO:0015418	4	0	4.0	1.0	2.0
GO:0060306	GO:0050789	4	4	2.0	1.0	3.0
GO:0010226	GO:1902074	5	1	3.0	2.0	4.0
GO:0055072	GO:0098771	9	1	6.0	2.0	3.0
GO:0051933	GO:0006865	5	1	5.0	1.0	2.0
GO:0014712	GO:0048636	8	0	5.0	1.0	3.0
GO:0005332	GO:0015378	6	0	7.0	1.0	5.0
GO:2000969	GO:0032414	5	0	5.0	1.0	2.0
GO:1901353	GO:0031328	8	0	6.0	1.0	2.0
GO:0140495	GO:0140352	4	0	2.0	2.0	5.0
GO:1900781	GO:0018130	6	0	4.0	1.0	2.0
GO:2000145	GO:0050794	4	2	3.0	1.0	2.0
GO:1900318	GO:0033238	5	1	5.0	1.0	2.0
GO:1904679	GO:0015791	4	0	6.0	1.0	2.0
GO:2000637	GO:1900370	5	1	5.0	0.0	2.0
GO:0031401	GO:0051247	7	1	6.0	1.0	2.0
GO:0009435	GO:0019674	8	1	2.0	1.0	5.0
GO:0006275	GO:0051052	7	2	5.0	1.0	3.0
GO:0004589	GO:0004152	5	0	5.0	1.0	4.0
GO:0009073	GO:0046394	5	1	5.0	1.0	2.0
GO:0034132	GO:0009968	7	0	5.0	1.0	2.0
GO:0034175	GO:0039531	7	1	5.0	2.0	3.0
GO:0033770	GO:0016712	5	0	4.0	1.0	3.0
GO:1905347	GO:1905348	3	1	3.0	1.0	2.0
GO:0003995	GO:0052890	4	1	4.0	1.0	2.0
GO:0031399	GO:0051246	6	2	5.0	1.0	2.0
GO:1902603	GO:0055085	5	1	2.0	1.0	3.0
GO:1905695	GO:0031328	8	0	6.0	1.0	2.0
GO:0034179	GO:0039531	7	1	5.0	2.0	3.0
GO:0071283	GO:1902075	7	0	4.0	1.0	5.0
GO:0035832	GO:1901360	6	1	3.0	1.0	3.0
GO:0007039	GO:0030163	6	1	4.0	1.0	2.0
GO:0002144	GO:0140535	2	0	2.0	1.0	2.0
GO:0015913	GO:0015912	7	0	6.0	1.0	3.0
GO:0002050	GO:0043171	5	0	4.0	1.0	3.0
GO:0031082	GO:0140535	2	1	2.0	1.0	2.0
GO:0045038	GO:0017038	5	0	5.0	1.0	2.0
GO:1905014	GO:1900373	8	0	8.0	1.0	2.0
GO:0033052	GO:0019752	4	2	5.0	1.0	3.0
GO:1904537	GO:0048519	5	0	3.0	1.0	2.0
GO:0008207	GO:0009987	4	2	1.0	1.0	3.0
GO:0051725	GO:0036211	6	1	4.0	2.0	2.0
GO:0051983	GO:0010564	4	3	5.0	1.0	2.0
GO:0070012	GO:0004175	4	0	4.0	1.0	2.0
GO:0005334	GO:0015101	4	0	5.0	1.0	3.0
GO:0042959	GO:0005342	4	2	3.0	2.0	2.0
GO:0035938	GO:0035929	4	0	4.0	1.0	2.0
GO:0004843	GO:0008234	5	0	4.0	1.0	3.0
GO:1902617	GO:1901700	4	1	3.0	1.0	3.0
GO:1901755	GO:0120178	6	0	4.0	1.0	3.0
GO:0010966	GO:0051049	7	2	4.0	1.0	3.0
GO:0015137	GO:1901702	6	2	3.0	1.0	5.0
GO:0140670	GO:0140097	4	0	3.0	1.0	3.0
GO:1904091	GO:0003824	3	0	1.0	2.0	4.0
GO:0009401	GO:0098704	6	0	4.0	1.0	3.0
GO:0090373	GO:0034763	5	0	5.0	1.0	2.0
GO:0034977	GO:1902554	3	0	6.0	1.0	4.0
GO:2000147	GO:0048522	5	1	4.0	1.0	2.0
GO:1905542	GO:0034763	7	0	5.0	1.0	3.0
GO:0015325	GO:0015297	5	0	5.0	1.0	3.0
GO:0051305	GO:0050000	3	1	4.0	1.0	2.0
GO:0033241	GO:0009894	6	2	4.0	2.0	2.0
GO:0019289	GO:0043604	5	0	5.0	1.0	3.0
GO:0060391	GO:1902533	6	0	6.0	1.0	3.0
GO:1900789	GO:0072340	5	0	4.0	1.0	2.0
GO:0019651	GO:0019666	4	0	3.0	1.0	3.0
GO:0015106	GO:1901702	6	1	3.0	1.0	5.0
GO:0070574	GO:0098655	6	0	4.0	1.0	2.0
GO:0015706	GO:0098661	5	1	5.0	1.0	2.0
GO:0030209	GO:0052782	5	0	5.0	1.0	4.0
GO:1901370	GO:0010033	5	1	3.0	1.0	3.0
GO:0035830	GO:0046483	5	1	3.0	1.0	2.0
GO:0015123	GO:1901702	6	2	3.0	1.0	5.0
GO:0043210	GO:1901681	4	1	2.0	1.0	2.0
GO:0017086	GO:1902494	2	0	2.0	1.0	2.0
GO:0015898	GO:0015695	5	0	5.0	1.0	2.0
GO:0097429	GO:1904091	5	0	3.0	0.0	8.0
GO:0042918	GO:0015849	6	1	5.0	1.0	2.0
GO:0015520	GO:0015078	6	0	5.0	1.0	2.0
GO:0051592	GO:1902074	5	1	3.0	2.0	4.0
GO:1903174	GO:1901569	5	1	4.0	1.0	3.0
GO:0007312	GO:0022412	4	0	2.0	1.0	2.0
GO:1901388	GO:0023051	6	2	3.0	1.0	5.0
GO:0030205	GO:0052779	4	1	4.0	1.0	4.0
GO:0010598	GO:1902494	2	1	2.0	1.0	2.0
GO:0019474	GO:0043605	6	1	5.0	1.0	4.0
GO:1901036	GO:0034764	8	0	5.0	1.0	3.0
GO:0034628	GO:0006531	8	0	6.0	1.0	2.0
GO:2001302	GO:0001676	4	1	5.0	1.0	3.0
GO:0032300	GO:0032991	3	1	1.0	1.0	2.0
GO:0034217	GO:0009308	3	0	4.0	1.0	2.0
GO:0080170	GO:0071702	3	0	4.0	1.0	3.0
GO:0051592	GO:1901700	5	1	3.0	1.0	4.0
GO:0090398	GO:0044237	4	1	2.0	1.0	4.0
GO:0102459	GO:0017110	5	0	6.0	1.0	3.0
GO:0015794	GO:0055085	5	0	2.0	1.0	3.0
GO:1903269	GO:1902494	2	0	2.0	1.0	2.0
GO:0045882	GO:0032108	4	0	7.0	1.0	4.0
GO:0046585	GO:0072339	4	0	4.0	2.0	3.0
GO:2000279	GO:0031327	7	1	6.0	1.0	2.0
GO:0006477	GO:0036211	5	1	4.0	2.0	2.0
GO:0052599	GO:0052597	5	0	5.0	0.0	2.0
GO:0046904	GO:0031406	2	0	4.0	1.0	4.0
GO:0019051	GO:0039526	6	1	4.0	2.0	2.0
GO:0019654	GO:0019666	6	1	3.0	1.0	2.0
GO:0042879	GO:0046943	6	1	4.0	1.0	3.0
GO:0015091	GO:1901702	8	1	3.0	1.0	6.0
GO:0070089	GO:0005254	7	0	6.0	1.0	4.0
GO:0006808	GO:0032107	3	2	6.0	1.0	4.0
GO:0060408	GO:0031323	4	2	4.0	1.0	2.0
GO:0044659	GO:0001897	3	1	5.0	1.0	3.0
GO:0015552	GO:1901702	5	1	3.0	1.0	5.0
GO:0120188	GO:0032890	6	1	5.0	3.0	3.0
GO:0050993	GO:0006793	5	1	3.0	1.0	3.0
GO:2000868	GO:2000832	6	0	5.0	1.0	2.0
GO:0018032	GO:0036211	6	2	4.0	2.0	2.0
GO:1904200	GO:0098656	6	0	4.0	1.0	2.0
GO:0015220	GO:0015651	6	1	6.0	1.0	2.0
GO:0034135	GO:0062207	7	1	5.0	2.0	2.0
GO:0071939	GO:0140354	4	0	5.0	2.0	4.0
GO:0046494	GO:0019752	4	1	5.0	1.0	3.0
GO:0045487	GO:0046395	5	0	5.0	1.0	2.0
GO:0035432	GO:0032892	8	0	5.0	2.0	4.0
GO:1903708	GO:0010720	5	2	6.0	1.0	3.0
GO:0015916	GO:0015711	6	2	5.0	1.0	2.0
GO:0006468	GO:0036211	6	1	4.0	2.0	2.0
GO:0052644	GO:0032787	4	0	6.0	1.0	4.0
GO:0006874	GO:0030003	7	1	5.0	1.0	2.0
GO:1900758	GO:1902283	6	0	6.0	0.0	2.0
GO:1900470	GO:0031328	7	0	6.0	1.0	2.0
GO:0072756	GO:1902075	5	0	4.0	1.0	3.0
GO:0015708	GO:0098658	4	0	5.0	1.0	2.0
GO:0036104	GO:1901570	5	0	4.0	1.0	4.0
GO:1905473	GO:0031062	11	0	9.0	1.0	2.0
GO:1901327	GO:1901700	3	1	3.0	1.0	2.0
GO:0046306	GO:0044273	4	1	4.0	1.0	2.0
GO:0071302	GO:1902075	5	0	4.0	1.0	3.0
GO:1901007	GO:1901360	5	1	3.0	1.0	2.0
GO:0034156	GO:0039532	7	0	6.0	1.0	4.0
GO:0046774	GO:0019049	4	0	3.0	1.0	2.0
GO:1900850	GO:0062014	7	0	5.0	1.0	3.0
GO:0061686	GO:0046993	4	0	4.0	1.0	4.0
GO:1904536	GO:0032879	5	1	3.0	1.0	2.0
GO:0045456	GO:0006694	5	1	5.0	1.0	2.0
GO:0039694	GO:0032774	3	1	5.0	1.0	8.0
GO:1902024	GO:0015807	6	1	5.0	1.0	3.0
GO:1905741	GO:0051649	6	0	3.0	1.0	4.0
GO:0005302	GO:1901702	5	0	3.0	1.0	4.0
GO:0042859	GO:0046395	5	0	5.0	1.0	2.0
GO:0098933	GO:0052008	8	2	7.0	1.0	3.0
GO:0022850	GO:0099589	6	0	4.0	2.0	5.0
GO:1902082	GO:0051928	6	0	6.0	1.0	2.0
GO:0039504	GO:0019049	4	2	3.0	1.0	2.0
GO:0061436	GO:0098773	5	0	5.0	2.0	9.0
GO:0034140	GO:0039532	7	0	6.0	1.0	4.0
GO:0042932	GO:0046942	6	0	6.0	1.0	3.0
GO:0000758	GO:0098609	3	0	3.0	1.0	3.0
GO:0015306	GO:0046943	4	0	4.0	1.0	3.0
GO:0008735	GO:0008410	5	0	4.0	1.0	7.0
GO:0008518	GO:0008509	5	0	4.0	1.0	3.0
GO:0018293	GO:0036211	6	1	4.0	2.0	2.0
GO:0031927	GO:1901702	4	0	3.0	1.0	3.0
GO:0043872	GO:0015297	6	0	5.0	1.0	3.0
GO:0034144	GO:0002683	7	0	4.0	1.0	4.0
GO:0001579	GO:0015908	6	0	6.0	1.0	2.0
GO:0070360	GO:0070358	7	0	3.0	1.0	9.0
GO:0070069	GO:1902494	2	1	2.0	1.0	2.0
GO:1900648	GO:0031328	7	0	6.0	1.0	2.0
GO:0090139	GO:0051276	9	0	5.0	1.0	4.0
GO:0031928	GO:1901702	4	0	3.0	1.0	3.0
GO:0020028	GO:0015031	5	0	4.0	1.0	2.0
GO:0046155	GO:1902644	5	0	4.0	1.0	6.0
GO:0034177	GO:0062208	8	0	6.0	1.0	2.0
GO:0032847	GO:0050789	4	2	2.0	1.0	2.0
GO:0099635	GO:0005245	9	0	6.0	1.0	3.0
GO:0031053	GO:0035196	8	2	9.0	0.0	3.0
GO:0044726	GO:0010216	7	0	5.0	0.0	9.0
GO:0071314	GO:1902075	5	0	4.0	1.0	3.0
GO:2000633	GO:1903800	7	0	6.0	0.0	2.0
GO:1901012	GO:1901362	7	0	4.0	1.0	3.0
GO:0052596	GO:0008131	5	0	5.0	0.0	2.0
GO:1903221	GO:0051052	6	1	5.0	1.0	3.0
GO:0140145	GO:0035434	4	0	6.0	1.0	2.0
GO:0019623	GO:0043605	4	0	5.0	1.0	3.0
GO:0019694	GO:0006790	3	1	3.0	1.0	2.0
GO:0043872	GO:1901702	6	0	3.0	1.0	5.0
GO:0015141	GO:1901702	6	1	3.0	1.0	3.0
GO:0015312	GO:0015297	4	0	5.0	1.0	3.0
GO:0006749	GO:0071704	4	1	2.0	1.0	3.0
GO:0099099	GO:0022839	4	3	6.0	1.0	2.0
GO:0061389	GO:0065008	4	1	2.0	1.0	2.0
GO:0015778	GO:0034219	6	0	3.0	1.0	2.0
GO:1900991	GO:0097176	5	0	4.0	1.0	2.0
GO:0097638	GO:0072337	5	0	5.0	1.0	3.0
GO:0010960	GO:0055080	8	1	6.0	1.0	2.0
GO:0050833	GO:1901702	6	1	3.0	1.0	5.0
GO:0043924	GO:0043168	3	0	3.0	1.0	3.0
GO:0006569	GO:0042436	5	1	5.0	1.0	2.0
GO:0006865	GO:0046942	5	1	6.0	1.0	2.0
GO:0042030	GO:0060590	3	1	2.0	1.0	3.0
GO:0019829	GO:0008324	3	1	4.0	1.0	2.0
GO:0008199	GO:1901681	7	0	2.0	1.0	6.0
GO:0007446	GO:0048589	3	0	2.0	1.0	2.0
GO:0043796	GO:0033721	5	0	6.0	1.0	3.0
GO:0070218	GO:0098771	8	1	6.0	2.0	2.0
GO:0034472	GO:0031123	9	1	7.0	1.0	2.0
GO:0060378	GO:0065007	3	1	1.0	2.0	2.0
GO:0035832	GO:0046483	6	1	3.0	1.0	3.0
GO:0097272	GO:0098771	8	1	6.0	2.0	2.0
GO:0008514	GO:0022857	5	1	2.0	1.0	3.0
GO:0006878	GO:0030003	8	2	5.0	1.0	3.0
GO:0008156	GO:0051053	8	2	6.0	1.0	3.0
GO:1901009	GO:0018130	6	0	4.0	1.0	2.0
GO:1904277	GO:0051055	6	0	6.0	1.0	2.0
GO:0034137	GO:0062208	8	0	6.0	1.0	2.0
GO:0035846	GO:0003006	4	1	2.0	1.0	2.0
GO:1904399	GO:0031406	3	0	4.0	1.0	3.0
GO:0010960	GO:0098771	8	1	6.0	2.0	2.0
GO:0009579	GO:0043232	3	1	4.0	1.0	2.0
GO:0004475	GO:0070568	7	0	5.0	1.0	2.0
GO:1901327	GO:0014070	3	1	4.0	1.0	3.0
GO:2000864	GO:2000831	5	1	5.0	2.0	2.0
GO:0034432	GO:0016462	7	0	5.0	1.0	2.0
GO:0015240	GO:1901702	4	1	3.0	1.0	3.0
GO:0060964	GO:1900368	7	2	7.0	1.0	2.0
GO:0015367	GO:0015297	7	0	5.0	1.0	3.0
GO:0071897	GO:0009059	5	2	4.0	1.0	2.0
GO:0045119	GO:0022853	4	1	4.0	1.0	3.0
GO:0060249	GO:0048871	4	1	2.0	1.0	2.0
GO:0006581	GO:1901565	4	1	4.0	1.0	2.0
GO:0019504	GO:0009063	6	0	4.0	1.0	3.0
GO:0002630	GO:0045732	7	0	6.0	1.0	3.0
GO:1903780	GO:0048519	5	0	3.0	1.0	2.0
GO:0043879	GO:1901702	5	0	3.0	1.0	4.0
GO:0010133	GO:0043605	6	0	5.0	1.0	5.0
GO:0015816	GO:0015807	6	1	5.0	1.0	2.0
GO:0008641	GO:0140657	3	1	1.0	1.0	3.0
GO:1905856	GO:1900543	6	0	7.0	1.0	3.0
GO:0140421	GO:0140298	6	0	5.0	0.0	2.0
GO:0033274	GO:1902074	4	1	3.0	2.0	3.0
GO:0004047	GO:0016742	5	0	4.0	1.0	3.0
GO:0010471	GO:0070568	7	0	5.0	1.0	2.0
GO:1905013	GO:1900372	7	0	8.0	1.0	2.0
GO:0046719	GO:0065008	4	1	2.0	1.0	3.0
GO:1901056	GO:1901575	8	0	3.0	1.0	5.0
GO:0071414	GO:1902075	5	0	4.0	1.0	3.0
GO:0030877	GO:0140535	2	0	2.0	1.0	2.0
GO:0005476	GO:0015297	5	0	5.0	1.0	2.0
GO:1901425	GO:1901698	4	0	3.0	1.0	3.0
GO:1902349	GO:1902074	5	1	3.0	2.0	4.0
GO:0031522	GO:0140535	2	0	2.0	1.0	2.0
GO:0010523	GO:1903170	4	1	7.0	1.0	2.0
GO:0071515	GO:0022413	2	0	2.0	1.0	2.0
GO:0071521	GO:0140535	2	0	2.0	1.0	2.0
GO:0017014	GO:0036211	6	2	4.0	2.0	2.0
GO:0034153	GO:0062208	8	0	6.0	1.0	2.0
GO:1901707	GO:0005504	3	0	3.0	1.0	2.0
GO:0047935	GO:0004344	6	0	4.0	1.0	2.0
GO:0090298	GO:1901859	10	0	7.0	0.0	4.0
GO:0034155	GO:0039531	7	1	5.0	2.0	3.0
GO:0051479	GO:0046394	5	0	5.0	1.0	2.0
GO:1903578	GO:1900542	4	2	6.0	2.0	2.0
GO:0031431	GO:0140513	3	0	2.0	1.0	3.0
GO:0035430	GO:0032890	7	1	5.0	3.0	5.0
GO:0004857	GO:0140678	3	1	2.0	1.0	3.0
GO:1900340	GO:0051172	6	0	5.0	1.0	3.0
GO:1905694	GO:0031327	8	0	6.0	1.0	2.0
GO:0090372	GO:0034764	5	0	5.0	1.0	2.0
GO:0009080	GO:0009063	6	2	4.0	1.0	2.0
GO:0120097	GO:0031501	3	0	3.0	1.0	2.0
GO:1900814	GO:0046395	4	0	5.0	1.0	2.0
GO:0034590	GO:0008028	4	0	5.0	1.0	3.0
GO:0015312	GO:0022853	4	0	4.0	1.0	3.0
GO:1904212	GO:1903959	8	1	6.0	2.0	2.0
GO:0031390	GO:0140513	2	0	2.0	1.0	2.0
GO:0034159	GO:0039531	7	1	5.0	2.0	3.0
GO:1903796	GO:0034763	8	1	5.0	1.0	3.0
GO:1904918	GO:0032974	4	0	4.0	1.0	2.0
GO:0006083	GO:0006807	7	1	2.0	1.0	3.0
GO:0008272	GO:0071705	5	2	4.0	1.0	3.0
GO:1904113	GO:0048523	6	0	4.0	1.0	2.0
GO:0050992	GO:1901576	5	0	3.0	1.0	3.0
GO:0010167	GO:1902074	4	1	3.0	2.0	3.0
GO:0002038	GO:0034764	7	1	5.0	1.0	3.0
GO:2000488	GO:0032352	7	0	5.0	1.0	2.0
GO:0007506	GO:0003006	4	0	2.0	1.0	2.0
GO:0019239	GO:0016810	3	1	3.0	1.0	2.0
GO:0052338	GO:0052183	8	0	5.0	2.0	3.0
GO:0052652	GO:0009187	7	1	6.0	2.0	2.0
GO:0102373	GO:0016712	4	0	4.0	1.0	2.0
GO:0039594	GO:0045182	6	0	1.0	1.0	7.0
GO:0018158	GO:0036211	6	1	4.0	2.0	2.0
GO:0030208	GO:0072330	5	0	6.0	1.0	3.0
GO:1900928	GO:0034764	7	0	5.0	1.0	3.0
GO:1902475	GO:0015807	6	1	5.0	1.0	2.0
GO:0015976	GO:0031667	1	0	4.0	1.0	4.0
GO:1902061	GO:1901564	3	1	3.0	1.0	2.0
GO:0030547	GO:0140678	3	1	2.0	1.0	3.0
GO:0071277	GO:1901701	6	0	4.0	1.0	4.0
GO:0071318	GO:1902075	5	1	4.0	1.0	3.0
GO:1902689	GO:1900543	5	1	7.0	1.0	4.0
