GO_1	GO_2	GO_1_Depth	GO_1_Leaf_Distance	GO_2_Depth	GO_2_Leaf_Distance	GO_1_to_GO_2_Hops_Undirected
GO:0010318	GO:1902494	2	0	2.0	1.0	2.0
GO:1901007	GO:0046483	5	1	3.0	1.0	2.0
GO:0015231	GO:0046943	4	0	4.0	1.0	3.0
GO:0090613	GO:0016814	4	0	4.0	1.0	3.0
GO:0010511	GO:0031326	7	2	5.0	1.0	2.0
GO:0099586	GO:0051649	7	0	3.0	1.0	4.0
GO:0015309	GO:0015078	5	0	5.0	1.0	2.0
GO:0000236	GO:0000087	4	0	4.0	0.0	2.0
GO:1902669	GO:0010976	6	1	7.0	1.0	5.0
GO:0043610	GO:0032107	3	0	6.0	1.0	4.0
GO:0001407	GO:0055085	5	0	2.0	1.0	3.0
GO:0045870	GO:1902680	6	0	7.0	1.0	7.0
GO:0033243	GO:0009896	7	1	5.0	1.0	2.0
GO:0098708	GO:1904659	6	0	6.0	1.0	2.0
GO:1902025	GO:0071705	6	0	4.0	1.0	2.0
GO:0060392	GO:1902532	6	0	6.0	1.0	3.0
GO:0052929	GO:0140101	9	0	4.0	1.0	7.0
GO:0042744	GO:1901575	4	1	3.0	1.0	3.0
GO:0015079	GO:1901702	6	1	3.0	1.0	5.0
GO:0031062	GO:0031325	9	1	5.0	1.0	4.0
GO:0002630	GO:0031331	7	0	6.0	1.0	3.0
GO:1905144	GO:1902074	4	1	3.0	2.0	3.0
GO:0120189	GO:0032892	6	0	5.0	2.0	3.0
GO:0036253	GO:1902074	5	1	3.0	2.0	4.0
GO:1904329	GO:0048523	6	0	4.0	1.0	2.0
GO:0055068	GO:0055080	9	1	6.0	1.0	3.0
GO:0034741	GO:0140535	2	0	2.0	1.0	2.0
GO:0031137	GO:0050789	4	1	2.0	1.0	2.0
GO:0033049	GO:0072338	4	1	3.0	2.0	2.0
GO:0036256	GO:1902075	6	0	4.0	1.0	5.0
GO:0009686	GO:0046394	5	1	5.0	1.0	2.0
GO:2001158	GO:0034253	8	0	7.0	1.0	3.0
GO:0060239	GO:2000243	6	1	4.0	1.0	2.0
GO:0090394	GO:0048519	5	1	3.0	1.0	3.0
GO:0010169	GO:0140535	3	0	2.0	1.0	3.0
GO:1905625	GO:0034763	7	0	5.0	1.0	3.0
GO:1901390	GO:0023056	7	1	4.0	1.0	5.0
GO:0019470	GO:1901361	5	0	4.0	1.0	3.0
GO:0051640	GO:0051179	3	2	1.0	1.0	2.0
GO:0018126	GO:0036211	6	1	4.0	2.0	2.0
GO:0120103	GO:0140535	2	0	2.0	1.0	2.0
GO:0002221	GO:0002758	4	1	4.0	1.0	2.0
GO:0008291	GO:1901564	3	1	3.0	1.0	2.0
GO:0006335	GO:0006325	6	0	4.0	1.0	2.0
GO:0055068	GO:0098771	9	1	6.0	2.0	3.0
GO:0001692	GO:0006796	4	1	4.0	1.0	4.0
GO:0030632	GO:0006523	7	0	7.0	2.0	2.0
GO:0000748	GO:0019953	4	0	2.0	1.0	3.0
GO:1905232	GO:1902075	6	0	4.0	1.0	4.0
GO:0010495	GO:0090625	8	0	9.0	0.0	3.0
GO:0043278	GO:1902074	6	1	3.0	2.0	5.0
GO:1903173	GO:1901568	4	2	3.0	2.0	3.0
GO:0030200	GO:0044273	7	0	4.0	1.0	5.0
GO:0031494	GO:0050793	4	1	3.0	1.0	2.0
GO:0031365	GO:0036211	6	1	4.0	2.0	2.0
GO:2001002	GO:2000990	7	2	7.0	1.0	2.0
GO:0033247	GO:0031329	6	1	5.0	1.0	2.0
GO:1902222	GO:0009063	6	2	4.0	1.0	2.0
GO:1901035	GO:0034763	8	0	5.0	1.0	3.0
GO:0000319	GO:1901702	4	0	3.0	1.0	3.0
GO:0018031	GO:0016410	3	0	5.0	1.0	2.0
GO:0045273	GO:1902494	4	1	2.0	1.0	4.0
GO:0090399	GO:0044237	4	0	2.0	1.0	4.0
GO:0050865	GO:0051239	4	1	3.0	1.0	3.0
GO:1903252	GO:1901605	4	1	4.0	1.0	3.0
GO:0003354	GO:0048523	6	1	4.0	1.0	2.0
GO:0042962	GO:0015297	7	0	5.0	1.0	3.0
GO:0005954	GO:1902494	3	0	2.0	1.0	3.0
GO:0019051	GO:0052151	6	1	5.0	3.0	2.0
GO:1901905	GO:1902074	5	0	3.0	2.0	4.0
GO:1902925	GO:0006631	4	0	4.0	1.0	3.0
GO:2000310	GO:0032412	5	1	5.0	1.0	2.0
GO:0072748	GO:0071417	4	0	4.0	1.0	3.0
GO:1901151	GO:0046174	4	0	5.0	1.0	3.0
GO:0032804	GO:0042177	7	0	6.0	1.0	2.0
GO:0035552	GO:0080111	5	0	3.0	1.0	2.0
GO:1902321	GO:0006633	5	0	5.0	1.0	2.0
GO:0004117	GO:0047555	8	0	8.0	1.0	2.0
GO:0015382	GO:0015370	6	0	6.0	1.0	2.0
GO:0033050	GO:0072339	5	0	4.0	2.0	2.0
GO:0080047	GO:0070568	6	0	5.0	1.0	7.0
GO:0030929	GO:1902494	2	1	2.0	1.0	2.0
GO:0140674	GO:0140713	4	1	3.0	0.0	7.0
GO:0034163	GO:0039531	7	1	5.0	2.0	3.0
GO:0030091	GO:0019538	5	1	3.0	1.0	2.0
GO:0004972	GO:0022890	6	0	4.0	2.0	3.0
GO:0003884	GO:0008131	5	1	5.0	0.0	2.0
GO:1900927	GO:0034763	7	0	5.0	1.0	3.0
GO:0042865	GO:0046395	5	0	5.0	1.0	2.0
GO:0106295	GO:0046173	6	1	5.0	1.0	4.0
GO:0010157	GO:1902074	4	1	3.0	2.0	3.0
GO:1905441	GO:0034284	4	1	5.0	2.0	3.0
GO:0102025	GO:1901702	4	0	3.0	1.0	3.0
GO:0006739	GO:0006163	2	1	5.0	2.0	5.0
GO:0043862	GO:0015297	6	0	5.0	1.0	3.0
GO:0009009	GO:0008907	4	1	4.0	1.0	2.0
GO:1904359	GO:0050793	5	2	3.0	1.0	2.0
GO:0010292	GO:0015297	5	0	5.0	1.0	3.0
GO:0051663	GO:0022414	3	1	1.0	1.0	2.0
GO:1905442	GO:0071326	5	0	6.0	1.0	3.0
GO:0002050	GO:0019439	5	0	4.0	1.0	4.0
GO:2000146	GO:0048523	5	1	4.0	1.0	2.0
GO:0006741	GO:0006164	3	0	6.0	2.0	4.0
GO:1903175	GO:1901570	5	1	4.0	1.0	3.0
GO:1901238	GO:1901702	4	0	3.0	1.0	5.0
GO:0062158	GO:0005452	5	0	5.0	0.0	2.0
GO:0052039	GO:0052008	7	0	7.0	1.0	2.0
GO:1901239	GO:1901702	6	1	3.0	1.0	5.0
GO:1901570	GO:0008610	4	1	4.0	1.0	2.0
GO:1900557	GO:0072339	4	1	4.0	2.0	3.0
GO:0120255	GO:1901576	3	1	3.0	1.0	2.0
GO:0070588	GO:0098655	6	1	4.0	1.0	2.0
GO:0015111	GO:0008509	5	1	4.0	1.0	2.0
GO:0046155	GO:0016124	5	0	9.0	1.0	5.0
GO:0071577	GO:0098655	6	1	4.0	1.0	2.0
GO:0010304	GO:0030163	6	0	4.0	1.0	2.0
GO:0050340	GO:0008253	6	0	7.0	1.0	3.0
GO:0030164	GO:0030163	6	0	4.0	1.0	2.0
GO:0097069	GO:1902075	6	0	4.0	1.0	4.0
GO:0034130	GO:0002752	6	0	5.0	0.0	3.0
GO:1900802	GO:0046394	4	0	5.0	1.0	2.0
GO:0018342	GO:0036211	4	2	4.0	2.0	2.0
GO:0042918	GO:0072348	6	1	4.0	1.0	2.0
GO:0055079	GO:0055080	8	1	6.0	1.0	2.0
GO:0071092	GO:1902494	4	0	2.0	1.0	4.0
GO:1905794	GO:1902074	4	1	3.0	2.0	3.0
GO:0055071	GO:0055080	9	1	6.0	1.0	3.0
GO:0072657	GO:0008104	4	1	3.0	1.0	2.0
GO:0061586	GO:0008104	5	0	3.0	1.0	2.0
GO:1900801	GO:0046395	4	0	5.0	1.0	2.0
GO:0015520	GO:0022853	6	0	4.0	1.0	3.0
GO:0004013	GO:0046508	5	0	3.0	1.0	4.0
GO:0071567	GO:0008234	6	0	4.0	1.0	2.0
GO:0071524	GO:0046394	5	0	5.0	1.0	2.0
GO:2000772	GO:0031323	5	1	4.0	1.0	3.0
GO:0030289	GO:0008287	4	0	4.0	1.0	2.0
GO:0045754	GO:0051173	6	1	5.0	1.0	3.0
GO:0036101	GO:0042758	5	0	6.0	1.0	3.0
GO:0055079	GO:0098771	8	1	6.0	2.0	2.0
GO:0106020	GO:0050794	5	1	3.0	1.0	2.0
GO:0055071	GO:0098771	9	1	6.0	2.0	3.0
GO:1905012	GO:1902688	7	1	4.0	2.0	5.0
GO:1901152	GO:0030648	4	0	4.0	1.0	2.0
GO:1904727	GO:0031324	6	0	5.0	1.0	3.0
GO:0060274	GO:0019725	3	1	2.0	1.0	3.0
GO:2000636	GO:1903800	7	0	6.0	0.0	2.0
GO:0036125	GO:1902494	2	1	2.0	1.0	2.0
GO:0042959	GO:1901682	4	2	3.0	1.0	2.0
GO:0140703	GO:0032559	5	0	5.0	1.0	3.0
GO:1904919	GO:0034489	4	0	5.0	0.0	3.0
GO:0034252	GO:0009895	7	1	5.0	1.0	2.0
GO:0031495	GO:0051093	5	0	4.0	1.0	3.0
GO:0046936	GO:0016814	4	0	4.0	1.0	3.0
GO:0051819	GO:0044068	5	0	5.0	1.0	2.0
GO:1903116	GO:0048522	6	1	4.0	1.0	2.0
GO:0032788	GO:0019752	4	0	5.0	1.0	3.0
GO:0015350	GO:0072349	4	0	3.0	1.0	3.0
GO:0019008	GO:1902494	2	0	2.0	1.0	2.0
GO:0097253	GO:1901702	4	0	3.0	1.0	4.0
GO:1904726	GO:0031323	5	1	4.0	1.0	3.0
GO:1901647	GO:0050679	6	0	6.0	1.0	2.0
GO:0022839	GO:0005216	6	1	4.0	1.0	3.0
GO:1904278	GO:0046889	6	0	6.0	1.0	2.0
GO:0006792	GO:0032107	3	1	6.0	1.0	4.0
GO:0034148	GO:0009968	7	0	5.0	1.0	2.0
GO:0008518	GO:0015297	5	0	5.0	1.0	3.0
GO:0002342	GO:0010623	7	0	3.0	1.0	4.0
GO:0039699	GO:0019049	5	0	3.0	1.0	3.0
GO:0046943	GO:0008514	4	1	5.0	1.0	2.0
GO:0045570	GO:0048638	5	1	4.0	1.0	2.0
GO:0009292	GO:0009987	3	1	1.0	1.0	2.0
GO:1901009	GO:1901362	6	0	4.0	1.0	2.0
GO:0000753	GO:0000902	3	0	3.0	1.0	2.0
GO:0090686	GO:0015199	7	0	4.0	1.0	7.0
GO:0055075	GO:0055080	8	2	6.0	1.0	2.0
GO:1902858	GO:0035337	4	1	4.0	2.0	2.0
GO:0009344	GO:1902494	2	0	2.0	1.0	2.0
GO:0070214	GO:1902494	2	0	2.0	1.0	2.0
GO:1990277	GO:0000003	3	0	1.0	1.0	4.0
GO:0042876	GO:0046943	6	1	4.0	1.0	3.0
GO:0019695	GO:1901564	3	1	3.0	1.0	2.0
GO:1902895	GO:2000630	8	0	7.0	1.0	5.0
GO:0050232	GO:0052597	5	0	5.0	0.0	2.0
GO:0001326	GO:0006261	6	0	6.0	1.0	2.0
GO:0019785	GO:0008234	6	0	4.0	1.0	2.0
GO:0071399	GO:1902075	6	0	4.0	1.0	4.0
GO:0045949	GO:0010562	4	0	6.0	1.0	4.0
GO:0070549	GO:0017148	9	0	7.0	1.0	2.0
GO:1901390	GO:0010647	7	1	5.0	1.0	6.0
GO:0034755	GO:0098655	6	1	4.0	1.0	2.0
GO:0055075	GO:0098771	8	2	6.0	2.0	2.0
GO:0006412	GO:0019538	5	1	3.0	1.0	2.0
GO:0001546	GO:0048589	2	0	2.0	1.0	2.0
GO:0031060	GO:0031323	8	2	4.0	1.0	4.0
GO:0097361	GO:0140535	2	0	2.0	1.0	2.0
GO:0099078	GO:0140535	2	0	2.0	1.0	2.0
GO:0006816	GO:0071702	7	1	4.0	1.0	4.0
GO:0015732	GO:0015908	6	1	6.0	1.0	2.0
GO:0031138	GO:0048519	5	1	3.0	1.0	2.0
GO:0045848	GO:0032109	4	1	7.0	1.0	4.0
GO:1901799	GO:0042177	9	2	6.0	1.0	3.0
GO:0008292	GO:1901566	4	0	4.0	1.0	3.0
GO:1905145	GO:0071417	5	0	4.0	1.0	2.0
GO:0046687	GO:1902074	4	1	3.0	2.0	3.0
GO:1900659	GO:0062014	7	1	5.0	1.0	3.0
GO:0018981	GO:0009308	4	1	4.0	1.0	2.0
GO:1904360	GO:0048523	6	1	4.0	1.0	2.0
GO:0071249	GO:1902075	5	0	4.0	1.0	3.0
GO:0015310	GO:0015078	5	0	5.0	1.0	2.0
GO:0002629	GO:0042177	7	0	6.0	1.0	3.0
GO:1905013	GO:1902689	7	0	5.0	1.0	4.0
GO:0035785	GO:0098771	7	0	6.0	2.0	3.0
GO:0097736	GO:0003006	3	0	2.0	1.0	3.0
GO:0031496	GO:0051094	5	0	4.0	1.0	3.0
GO:1903797	GO:0034764	8	1	5.0	1.0	3.0
GO:1903964	GO:0006631	4	1	4.0	1.0	3.0
GO:1990146	GO:0008104	5	0	3.0	1.0	2.0
GO:2000211	GO:0034248	7	2	5.0	2.0	4.0
GO:0106410	GO:0000966	9	0	7.0	2.0	2.0
GO:0070559	GO:1902494	2	0	2.0	1.0	2.0
GO:1900179	GO:0051173	6	0	5.0	1.0	3.0
GO:0010523	GO:0051481	4	1	9.0	1.0	5.0
GO:1900469	GO:0031327	7	0	6.0	1.0	2.0
GO:0006795	GO:0051174	3	1	5.0	2.0	4.0
GO:1903545	GO:1902075	6	0	4.0	1.0	4.0
GO:0140485	GO:1901702	6	0	3.0	1.0	5.0
GO:0047935	GO:0016616	6	0	4.0	1.0	2.0
GO:0015189	GO:1901702	5	1	3.0	1.0	4.0
GO:0039530	GO:0002753	6	0	4.0	2.0	2.0
GO:0008603	GO:0003674	5	1	0.0	1.0	5.0
GO:0009685	GO:0019752	4	1	5.0	1.0	3.0
GO:0016597	GO:0031406	4	1	4.0	1.0	2.0
GO:0090680	GO:0044659	4	0	3.0	1.0	5.0
GO:0044027	GO:0045814	8	0	7.0	2.0	7.0
GO:0008209	GO:0042445	4	1	2.0	2.0	2.0
GO:0019532	GO:0071705	6	1	4.0	1.0	3.0
GO:1901562	GO:1902074	4	1	3.0	2.0	3.0
GO:0010855	GO:0010852	6	0	4.0	1.0	2.0
GO:0034471	GO:0036260	8	1	7.0	1.0	3.0
GO:0140723	GO:1901336	5	0	5.0	1.0	3.0
GO:0035943	GO:0035929	4	0	4.0	1.0	2.0
GO:0070907	GO:0015297	4	0	5.0	1.0	2.0
GO:0071505	GO:1902074	4	1	3.0	2.0	3.0
GO:0034169	GO:0062208	8	0	6.0	1.0	2.0
GO:0060402	GO:0097553	4	2	5.0	1.0	1.0
GO:0061513	GO:0015152	6	0	3.0	0.0	5.0
GO:0070937	GO:0140535	2	0	2.0	1.0	2.0
GO:0009068	GO:0009063	6	1	4.0	1.0	2.0
GO:0001671	GO:0060590	3	1	2.0	1.0	3.0
GO:1902600	GO:0098655	6	1	4.0	1.0	2.0
GO:0090452	GO:0098655	6	0	4.0	1.0	2.0
GO:0010266	GO:1902074	5	1	3.0	2.0	4.0
GO:0050665	GO:1901576	4	0	3.0	1.0	3.0
GO:0043494	GO:0080008	4	0	5.0	1.0	2.0
GO:0005697	GO:1902494	3	1	2.0	1.0	3.0
GO:0015624	GO:0015603	4	0	3.0	1.0	3.0
GO:0045862	GO:0051247	7	1	6.0	1.0	2.0
GO:0045914	GO:0031324	6	2	5.0	1.0	2.0
GO:0051984	GO:0090068	5	2	6.0	1.0	2.0
GO:0002049	GO:0018130	5	0	4.0	1.0	3.0
GO:0015309	GO:0015297	5	0	5.0	1.0	3.0
GO:0052600	GO:0052597	5	0	5.0	0.0	2.0
GO:0048543	GO:0009058	4	0	2.0	1.0	3.0
GO:0006883	GO:0030003	7	0	5.0	1.0	2.0
GO:1901962	GO:0055085	5	1	2.0	1.0	3.0
GO:0060476	GO:0008104	2	0	3.0	1.0	2.0
GO:0010331	GO:0031406	3	0	4.0	1.0	3.0
GO:1901425	GO:1902074	4	0	3.0	2.0	3.0
GO:0140703	GO:0043168	5	0	3.0	1.0	3.0
GO:0030097	GO:0048468	5	1	3.0	1.0	4.0
GO:0106135	GO:0048523	6	1	4.0	1.0	2.0
GO:0005277	GO:1901702	4	1	3.0	1.0	3.0
GO:0062057	GO:0015297	7	0	5.0	1.0	3.0
GO:0036280	GO:1902075	6	0	4.0	1.0	4.0
GO:0015709	GO:0071705	5	0	4.0	1.0	3.0
GO:1905145	GO:1902075	5	0	4.0	1.0	3.0
GO:1900805	GO:0035835	4	0	6.0	1.0	3.0
GO:0015276	GO:0022839	5	1	6.0	1.0	3.0
GO:0038048	GO:0008528	6	0	4.0	1.0	2.0
GO:0120227	GO:0043168	3	1	3.0	1.0	2.0
GO:0019531	GO:1901702	6	0	3.0	1.0	5.0
GO:0140157	GO:0098659	4	0	5.0	1.0	3.0
GO:0033943	GO:0004565	6	0	6.0	0.0	2.0
GO:0072189	GO:0035295	4	0	3.0	1.0	3.0
GO:2001245	GO:0031326	6	1	5.0	1.0	2.0
GO:0034743	GO:0140535	2	0	2.0	1.0	2.0
GO:0009415	GO:1902074	3	1	3.0	2.0	3.0
GO:0106377	GO:0047429	5	0	6.0	1.0	3.0
GO:0052842	GO:0008486	6	1	6.0	0.0	2.0
GO:0034746	GO:0140535	2	0	2.0	1.0	2.0
GO:0006537	GO:0043604	7	1	5.0	1.0	3.0
GO:0005471	GO:0015297	6	0	5.0	1.0	3.0
GO:0030929	GO:0140535	2	1	2.0	1.0	2.0
GO:0019786	GO:0008234	6	0	4.0	1.0	2.0
GO:2001246	GO:0031327	7	0	6.0	1.0	2.0
GO:0043609	GO:0032107	3	0	6.0	1.0	4.0
GO:1903254	GO:1901605	4	1	4.0	1.0	4.0
GO:1902476	GO:0098656	6	0	4.0	1.0	2.0
GO:0006309	GO:0006308	7	0	5.0	1.0	2.0
GO:0046154	GO:0019538	5	1	3.0	1.0	2.0
GO:0044676	GO:1902494	2	0	2.0	1.0	2.0
GO:2001204	GO:1903706	6	1	4.0	2.0	4.0
GO:1900660	GO:0062013	7	1	5.0	1.0	3.0
GO:1901800	GO:0045732	9	2	6.0	1.0	3.0
GO:0018246	GO:0036211	6	2	4.0	2.0	2.0
GO:0032802	GO:0030163	5	0	4.0	1.0	2.0
GO:2001157	GO:0031330	8	0	6.0	1.0	2.0
GO:0019677	GO:0019674	7	0	2.0	1.0	5.0
GO:0015108	GO:0008509	4	0	4.0	1.0	3.0
GO:1902688	GO:1900542	4	2	6.0	2.0	4.0
GO:0061815	GO:0004843	7	0	5.0	0.0	2.0
GO:0102035	GO:0003995	5	0	4.0	1.0	3.0
GO:2000213	GO:0034250	7	1	6.0	1.0	3.0
GO:0046739	GO:0044001	3	1	6.0	1.0	2.0
GO:0021905	GO:0048859	3	0	3.0	1.0	2.0
GO:1902618	GO:1901701	4	0	4.0	1.0	2.0
GO:1901753	GO:0042759	5	0	6.0	1.0	3.0
GO:0047710	GO:0016462	7	0	5.0	1.0	2.0
GO:0030643	GO:0055082	7	0	3.0	1.0	4.0
GO:0033248	GO:0031330	7	0	6.0	1.0	2.0
GO:0060919	GO:0098657	6	1	4.0	1.0	4.0
GO:0018352	GO:0036211	6	1	4.0	2.0	2.0
GO:0033739	GO:0046857	5	0	4.0	1.0	5.0
GO:0006171	GO:0009190	8	0	7.0	2.0	2.0
GO:0050184	GO:0016717	5	0	4.0	1.0	5.0
GO:2000540	GO:0031324	8	0	5.0	1.0	3.0
GO:0045456	GO:0042446	5	1	3.0	1.0	2.0
GO:0046178	GO:0009312	6	0	5.0	1.0	4.0
GO:0015386	GO:0051139	6	0	6.0	1.0	3.0
GO:0098768	GO:0051327	5	0	4.0	0.0	3.0
GO:0035785	GO:0030003	7	0	5.0	1.0	2.0
GO:0004085	GO:0003995	5	0	4.0	1.0	3.0
GO:0031508	GO:0031048	7	1	7.0	1.0	3.0
GO:0010909	GO:0051176	8	1	6.0	1.0	5.0
GO:0070824	GO:0016581	4	0	3.0	0.0	2.0
GO:0015798	GO:0015850	7	1	5.0	1.0	2.0
GO:0052840	GO:0008486	6	1	6.0	0.0	2.0
GO:0009366	GO:1902494	3	0	2.0	1.0	3.0
GO:0039656	GO:0019054	3	2	3.0	1.0	2.0
GO:0017099	GO:0003995	6	0	4.0	1.0	2.0
GO:0140638	GO:1902555	4	0	3.0	1.0	3.0
GO:0035730	GO:0043168	3	0	3.0	1.0	3.0
GO:0007190	GO:0045762	4	0	6.0	0.0	4.0
GO:0042857	GO:0019752	4	1	5.0	1.0	3.0
GO:1905857	GO:1900544	6	0	7.0	1.0	3.0
GO:0044565	GO:0032943	5	0	4.0	2.0	2.0
GO:0072489	GO:0055085	5	0	2.0	1.0	3.0
GO:0008193	GO:0140101	7	0	4.0	1.0	5.0
GO:1902617	GO:1902074	4	1	3.0	2.0	3.0
GO:0002760	GO:0031349	6	3	5.0	1.0	3.0
GO:0120291	GO:0051053	7	0	6.0	1.0	3.0
GO:0034172	GO:0039532	7	0	6.0	1.0	4.0
GO:1901055	GO:0071704	7	1	2.0	1.0	5.0
GO:0015377	GO:0015108	6	2	4.0	0.0	4.0
GO:0019556	GO:0043605	5	0	5.0	1.0	3.0
GO:0036525	GO:0036211	6	1	4.0	2.0	2.0
GO:0018546	GO:0046857	5	0	4.0	1.0	5.0
GO:0140464	GO:0097240	6	0	3.0	1.0	7.0
GO:0015309	GO:0022853	5	0	4.0	1.0	3.0
GO:0038046	GO:0008528	6	0	4.0	1.0	2.0
GO:0007519	GO:0060537	6	1	4.0	2.0	2.0
GO:0031925	GO:1901702	4	0	3.0	1.0	3.0
GO:0046715	GO:0022804	5	0	3.0	2.0	2.0
GO:0015819	GO:1902022	6	2	6.0	2.0	2.0
GO:0034418	GO:0072522	4	0	5.0	1.0	3.0
GO:0032807	GO:0070419	3	0	3.0	1.0	3.0
GO:0030645	GO:0019605	6	0	6.0	1.0	2.0
GO:0015107	GO:1901702	5	0	3.0	1.0	4.0
GO:2001158	GO:0031331	8	0	6.0	1.0	2.0
GO:1902322	GO:0042304	5	1	6.0	1.0	2.0
GO:1902667	GO:0010975	5	1	7.0	2.0	5.0
GO:0001716	GO:0008131	5	1	5.0	0.0	2.0
GO:0015383	GO:0005452	6	0	5.0	0.0	3.0
GO:0019008	GO:0140535	2	0	2.0	1.0	2.0
GO:1905589	GO:0034764	7	0	5.0	1.0	3.0
GO:1903826	GO:0072337	5	1	5.0	1.0	3.0
GO:0033070	GO:0072339	4	0	4.0	2.0	2.0
GO:0046942	GO:0015849	6	1	5.0	1.0	2.0
GO:0005955	GO:0008287	4	0	4.0	1.0	2.0
GO:0071239	GO:1902075	5	0	4.0	1.0	3.0
GO:1904352	GO:0045732	8	1	6.0	1.0	2.0
GO:0051476	GO:1905039	6	0	4.0	1.0	3.0
GO:0015498	GO:0005343	4	0	4.0	1.0	2.0
GO:0030209	GO:0046365	5	0	4.0	1.0	4.0
GO:0015735	GO:1905039	5	2	4.0	1.0	3.0
GO:0060069	GO:0032879	5	0	3.0	1.0	2.0
GO:0021547	GO:0048859	3	0	3.0	1.0	2.0
GO:0015364	GO:0005452	6	0	5.0	0.0	3.0
GO:0106069	GO:0044815	3	0	2.0	1.0	3.0
GO:0005372	GO:1901702	4	1	3.0	1.0	3.0
GO:0034149	GO:0062208	8	0	6.0	1.0	2.0
GO:1900556	GO:0072340	4	1	4.0	1.0	3.0
GO:0006101	GO:0006807	7	1	2.0	1.0	4.0
GO:0120122	GO:0042445	4	0	2.0	2.0	2.0
GO:0030186	GO:0042445	4	1	2.0	2.0	2.0
GO:0036054	GO:0140096	5	0	2.0	1.0	4.0
GO:0103064	GO:0000030	5	0	5.0	1.0	2.0
GO:0070214	GO:0140535	2	0	2.0	1.0	2.0
GO:0034136	GO:0002683	7	0	4.0	1.0	4.0
GO:0046873	GO:0008324	5	1	4.0	1.0	2.0
GO:0030047	GO:0036211	4	1	4.0	2.0	2.0
GO:1904361	GO:0051094	6	1	4.0	1.0	2.0
GO:1990529	GO:0031501	3	0	3.0	1.0	2.0
GO:0017148	GO:0051248	7	1	6.0	1.0	2.0
GO:0015556	GO:0046943	6	1	4.0	1.0	3.0
GO:0046202	GO:1901566	4	0	4.0	1.0	2.0
GO:0015109	GO:1901702	5	0	3.0	1.0	4.0
GO:0043132	GO:0051503	7	2	8.0	1.0	3.0
GO:0016598	GO:0036211	6	0	4.0	2.0	2.0
GO:0042869	GO:1905039	5	1	4.0	1.0	2.0
GO:0097184	GO:1902074	4	1	3.0	2.0	3.0
GO:0070765	GO:1902494	4	0	2.0	1.0	4.0
GO:1901729	GO:0046395	5	0	5.0	1.0	2.0
GO:0070331	GO:1902494	2	0	2.0	1.0	2.0
GO:0043682	GO:1901682	4	0	3.0	1.0	5.0
GO:0061875	GO:0048523	6	0	4.0	1.0	2.0
GO:0042962	GO:0015078	7	0	5.0	1.0	2.0
GO:0031139	GO:0048518	5	1	3.0	1.0	2.0
GO:1900341	GO:0051173	6	0	5.0	1.0	3.0
GO:1990760	GO:0022839	3	0	6.0	1.0	2.0
GO:0018184	GO:0036211	6	1	4.0	2.0	2.0
GO:0015942	GO:0006807	7	1	2.0	1.0	3.0
GO:0002050	GO:0046700	5	0	4.0	1.0	3.0
GO:0008104	GO:0070727	3	1	3.0	2.0	2.0
GO:0034173	GO:0062208	8	0	6.0	1.0	2.0
GO:1900790	GO:0072339	5	0	4.0	2.0	2.0
GO:0102039	GO:0051920	5	0	2.0	1.0	5.0
GO:0018872	GO:0019752	4	1	5.0	1.0	3.0
GO:0071462	GO:1902075	4	1	4.0	1.0	3.0
GO:0070811	GO:0055085	5	0	2.0	1.0	3.0
GO:2000865	GO:2000832	6	0	5.0	1.0	2.0
GO:0015912	GO:0015908	6	1	6.0	1.0	2.0
GO:0006700	GO:0042446	4	1	3.0	1.0	2.0
GO:0042166	GO:0050997	3	0	2.0	1.0	3.0
GO:1903706	GO:0060284	4	2	5.0	1.0	3.0
GO:0014047	GO:0042886	4	1	5.0	1.0	3.0
GO:0008418	GO:0140096	5	0	2.0	1.0	4.0
GO:0018411	GO:0036211	6	2	4.0	2.0	2.0
GO:0006653	GO:0046470	3	0	4.0	1.0	3.0
GO:0006417	GO:0051246	6	1	5.0	1.0	2.0
GO:0015233	GO:0046943	4	0	4.0	1.0	3.0
GO:2000060	GO:0031331	9	2	6.0	1.0	3.0
GO:0120292	GO:1903221	7	0	6.0	1.0	3.0
GO:0019541	GO:0006807	6	1	2.0	1.0	5.0
GO:0034745	GO:0140535	2	0	2.0	1.0	2.0
GO:0140425	GO:0140271	4	0	5.0	1.0	3.0
GO:0004985	GO:0004930	5	1	4.0	1.0	2.0
GO:0047883	GO:0052595	5	0	5.0	0.0	2.0
GO:0072706	GO:1901700	4	1	3.0	1.0	3.0
GO:0006879	GO:0030003	8	2	5.0	1.0	3.0
GO:0045455	GO:0042445	4	2	2.0	2.0	2.0
GO:0034152	GO:0009968	7	0	5.0	1.0	2.0
GO:1900606	GO:0019752	3	1	5.0	1.0	3.0
GO:1990933	GO:0000226	6	0	3.0	1.0	2.0
GO:0015566	GO:0015101	4	0	5.0	1.0	5.0
GO:0075528	GO:0019048	4	1	2.0	1.0	2.0
GO:0060409	GO:0031325	5	1	5.0	1.0	2.0
GO:0120108	GO:0016462	4	0	5.0	1.0	5.0
GO:0036255	GO:1902074	6	1	3.0	2.0	5.0
GO:1904334	GO:0098711	4	0	5.0	0.0	3.0
GO:0047058	GO:0016728	5	0	4.0	2.0	5.0
GO:1900576	GO:0019752	3	1	5.0	1.0	3.0
GO:1990109	GO:0048544	2	0	2.0	1.0	2.0
GO:0071089	GO:1902494	4	0	2.0	1.0	4.0
