id	related_id
GO:0016075	GO:0006401
GO:0099565	GO:0007166
GO:0015615	GO:0015407
GO:0014904	GO:0055002
GO:1900496	GO:0045935
GO:2000949	GO:0045912
GO:0019315	GO:0019319
GO:0019431	GO:0006091
GO:2000485	GO:0032890
GO:0071871	GO:0042221
GO:0039560	GO:0052170
GO:0098849	GO:0140961
GO:0120214	GO:0062014
GO:0050653	GO:0000271
GO:0072700	GO:0042221
GO:0016597	GO:0005488
GO:1903663	GO:0016052
GO:0002021	GO:0097009
GO:0015880	GO:0042886
GO:0018968	GO:0009056
GO:1904482	GO:1901699
GO:0043872	GO:0046943
GO:0006554	GO:1901606
GO:0060360	GO:1905533
GO:1901616	GO:0009056
GO:0018698	GO:0046992
GO:0090088	GO:0051049
GO:0140958	GO:0016441
GO:1902085	GO:0072329
GO:0036115	GO:1901292
GO:0120317	GO:0022607
GO:0042351	GO:0019673
GO:0010905	GO:0045936
GO:0071237	GO:1901701
GO:0008744	GO:0019200
GO:1901559	GO:1901698
GO:0000760	GO:2000241
GO:1905238	GO:1901701
GO:1900619	GO:0008152
GO:0015938	GO:0072523
GO:0062032	GO:0046189
GO:1901122	GO:0043603
GO:0043167	GO:0036094
GO:0035205	GO:0045612
GO:1905517	GO:0071674
GO:0010557	GO:0031328
GO:1905827	GO:0062013
GO:1904680	GO:0022857
GO:0006571	GO:1902223
GO:0061610	GO:0034308
GO:0010814	GO:0043603
GO:0019387	GO:0015945
GO:0005297	GO:0046943
GO:1900497	GO:0019219
GO:0016059	GO:0045744
GO:0017087	GO:1905369
GO:0050763	GO:0043604
GO:1903840	GO:0046685
GO:0080053	GO:1901698
GO:0085033	GO:0052028
GO:0010019	GO:0035556
GO:0009011	GO:0033840
GO:0033812	GO:0003988
GO:0044495	GO:0044553
GO:0048643	GO:0045844
GO:0019664	GO:0006083
GO:0106231	GO:0033558
GO:0072717	GO:1901701
GO:0042883	GO:0015695
GO:2000643	GO:0032388
GO:1900352	GO:0009890
GO:0023052	GO:0050789
GO:0043295	GO:1900750
GO:0003712	GO:0030674
GO:1901289	GO:1901292
GO:0010587	GO:0006401
GO:0043815	GO:0016880
GO:0106389	GO:0016301
GO:0036115	GO:0072523
GO:0120214	GO:0031327
GO:0042968	GO:0046942
GO:0014047	GO:0071705
GO:1900923	GO:0032890
GO:1901377	GO:0009056
GO:0031125	GO:0031123
GO:0006522	GO:1901605
GO:1900965	GO:0019222
GO:0009234	GO:0042181
GO:0042868	GO:0016070
GO:1904481	GO:0014070
GO:1903930	GO:0009889
GO:0050136	GO:0016655
GO:0045040	GO:0006839
GO:0098703	GO:1902656
GO:0044023	GO:0004674
GO:0045864	GO:0009893
GO:0009321	GO:0032991
GO:0004063	GO:0016795
GO:1903341	GO:0051052
GO:0045259	GO:0098803
GO:0033254	GO:0140535
GO:0015493	GO:0015101
GO:1903626	GO:0009896
GO:0071616	GO:0072522
GO:0110013	GO:0048522
GO:2000486	GO:0032891
GO:0051511	GO:0010771
GO:2001276	GO:0031326
GO:0032014	GO:0051057
GO:0045046	GO:0072663
GO:0008470	GO:0016937
GO:0071039	GO:0071027
GO:0072354	GO:0004674
GO:0061990	GO:0016747
GO:0030651	GO:0043604
GO:0090454	GO:1905039
GO:0045259	GO:0034703
GO:0035175	GO:0004674
GO:1904505	GO:0080135
GO:0043112	GO:0043170
GO:0060818	GO:0009048
GO:1900602	GO:0042181
GO:1901289	GO:0072523
GO:0035021	GO:0051058
GO:0019786	GO:0140096
GO:0097361	GO:1990229
GO:0006524	GO:1901606
GO:1905541	GO:0032890
GO:1903930	GO:0031323
GO:0035203	GO:0045610
GO:0042377	GO:0042182
GO:0016486	GO:0043603
GO:0006568	GO:1902221
GO:0050101	GO:0016843
GO:0010815	GO:0009056
GO:0006110	GO:0033121
GO:0010468	GO:0010556
GO:0033274	GO:1901698
GO:0015812	GO:0071705
GO:2000216	GO:0062013
GO:0015862	GO:0072531
GO:0004720	GO:0052597
GO:1901307	GO:0009891
GO:2000883	GO:0009896
GO:0097164	GO:0008152
GO:0006180	GO:0042452
GO:0045821	GO:0033123
GO:2000875	GO:0031324
GO:0035983	GO:1901698
GO:1905826	GO:0062014
GO:1905569	GO:0034249
GO:1990244	GO:0004674
GO:0009063	GO:0009056
GO:2000876	GO:0031325
GO:0006412	GO:0009059
GO:0033617	GO:0097250
